id,seq,name,effect_type_1,effect_type_2,min_attack,max_attack,min_magic,max_magic,min_defense,max_defense,min_speed,max_speed,accessory_group_id,rank,mode,detail,description_1,description_2,description_3,description_4
300109,19,運命のゆびわ,1,1,0,0,30,30,0,0,-15,0,0,0,,運命を信じるほど　パワーアップするという\n不思議な力を持つゆびわ。,
300105,20,鬼神のゆびわ,1,1,0,0,40,40,-25,0,0,0,0,0,,鬼神のもんしょうが描かれたゆびわ。\nとてつもない　ようりょくを秘めている。,
300110,21,伝説のゆびわ,1,1,0,0,40,40,0,0,-25,0,0,0,,伝説として語り継がれ\n究極のようりょくが宿るゆびわ。,
300111,22,神話のゆびわ,1,1,0,0,65,65,-40,0,0,0,0,0,,神話に登場する　幻のゆびわ。\n最上級の　ようりょくが宿る。,
300201,23,古びたおまもり,1,1,0,0,-5,0,8,8,0,0,0,0,,古くから使われて\n力が失われつつある　古びたおまもり。,
300206,24,ボロボロなおまもり,1,1,-5,0,0,0,8,8,0,0,0,0,,ボロボロになった　おまもりだが\nわずかに力が残っているようだ。,
300202,25,ルーンのおまもり,1,1,0,0,-8,0,15,15,0,0,0,0,,珍しい模様が描かれたおまもり。\nこの模様に　不思議な力があるようだ。,
300207,26,加護のおまもり,1,1,-8,0,0,0,15,15,0,0,0,0,,持っている者を　加護の力で\n守ってくれるおまもり。,
300203,27,てっぺきのおまもり,1,1,0,0,-12,0,22,22,0,0,0,0,,持つ者を　てっぺきの力で守る\n重みのある鉄のおまもり。,
300208,28,幸運のおまもり,1,1,-12,0,0,0,22,22,0,0,0,0,,幸運が宿っているおまもり。\n持つ者を　不思議な力で守ってくれる。,
300204,29,星雲のおまもり,1,1,0,0,-15,0,30,30,0,0,0,0,,星雲の力がこめられているという\nキラキラ光る不思議なおまもり。,
300209,30,大地のおまもり,1,1,-15,0,0,0,30,30,0,0,0,0,,大地のように　ズッシリと力強く\nすべてから守ってくれる。,
300205,31,鬼神のおまもり,1,1,0,0,-25,0,40,40,0,0,0,0,,鬼神のもんしょうが描かれたおまもり。\nとてつもない　まもりを秘めている。,
300210,32,伝説のおまもり,1,1,-25,0,0,0,40,40,0,0,0,0,,伝説として語り継がれ\n究極のまもりが宿るおまもり。,
300211,33,神話のおまもり,1,1,-40,0,0,0,65,65,0,0,0,0,,神話に登場する　幻のおまもり。\n最上級の　まもりが宿る。,
300301,34,シンプルバッジ,1,1,-5,0,0,0,0,0,8,8,0,0,,シンプルイズベストな白いバッジ。\nほどよい　すばやさを与えてくれる。,
300306,35,ブラックバッジ,1,1,0,0,-5,0,0,0,8,8,0,0,,真っ黒でかっこいいバッジ。\nどうして　すばやさが上がるのかはナゾ。,
300302,36,ぴかぴかバッジ,1,1,-8,0,0,0,0,0,15,15,0,0,,ピカピカ輝くかっこいいバッジ。\n男の子に人気がある。,
300307,37,かわいいバッジ,1,1,0,0,-8,0,0,0,15,15,0,0,,キラキラ輝くかわいいバッジ。\n女の子に人気がある。,
300303,38,はやてのバッジ,1,1,-12,0,0,0,0,0,22,22,0,0,,つけるだけで　吹き抜ける風のように\nすばやく　動けるようになるバッジ。,
300308,39,オーロラバッジ,1,1,0,0,-12,0,0,0,22,22,0,0,,オーロラのように鮮やかに動き\n見る人を魅了するバッジ。,
300304,40,流星のバッジ,1,1,-15,0,0,0,0,0,30,30,0,0,,流星の力がこめられているという\nシューティングスターなバッジ。,
300309,41,雷鳴のバッジ,1,1,0,0,-15,0,0,0,30,30,0,0,,雷鳴のように目にも止まらないスピードで\n駆け抜けることができるバッジ。,
300305,42,鬼神のバッジ,1,1,-25,0,0,0,0,0,40,40,0,0,,鬼神のもんしょうが描かれたバッジ。\nとてつもない　すばやさを秘めている。,
300310,43,伝説のバッジ,1,1,0,0,-25,0,0,0,40,40,0,0,,伝説として語り継がれ\n究極のすばやさが宿るバッジ。,
300311,44,神話のバッジ,1,1,0,0,-40,0,0,0,65,65,0,0,,神話に登場する　幻のバッジ。\n最上級の　すばやさが宿る。,
300601,45,おさるの輪っか,2,1,0,0,0,0,0,0,0,0,0,0,,これを身に付けた妖怪が進化しそうになると\n頭を強くしめつけて　進化をとめてしまう。,
300401,46,セミ忍刀,1,1,35,53,0,0,0,0,35,53,0,1,,代々　セミ流忍者につたわる忍者刀。\nセミまる・カゲまる専用。,
300402,47,マッスルベル,1,1,30,60,0,0,0,0,0,0,2,2,,ネコのすず。　マッチョなネコを\nめざすならコレ！　ネコの妖怪専用。,
300403,48,マジカルベル,1,1,0,0,30,60,0,0,0,0,3,2,,ネコのすず。　エレガントなネコを\nめざすならコレ！　ネコの妖怪専用。,
300404,49,タフベル,1,1,0,0,0,0,30,60,0,0,4,2,,ネコのすず。　タフガイなネコを\nめざすならコレ！　ネコの妖怪専用。,
300405,50,スピードベル,1,1,0,0,0,0,0,0,30,60,5,2,,ネコのすず。　スピーディーなネコを\nめざすならコレ！　ネコの妖怪専用。,
300406,51,ムゲンすいとう,1,1,0,0,0,0,0,0,0,0,6,0,,水が無限にわき出る　不思議な水筒。\nカッパ妖怪専用。,
300407,52,天狗のうちわ,1,1,0,0,100,125,0,0,100,125,7,3,,神のごとき天狗の力は　このうちわの\nおかげだと言われている。　天狗専用。,
300408,53,ハッピーはっぴ,1,1,0,0,0,0,0,0,50,100,8,4,,着るとおどりたくなる　ゆかいなはっぴ。\nワカメくんコンブさんメカブちゃん専用。,
300409,54,釘バット,1,1,60,60,0,0,-30,0,0,0,9,5,,釘がいっぱい刺さった　ごっついバット。\nゴクドー・アニ鬼専用。,
300416,55,ロボビタミンＥ,1,1,0,0,0,0,20,30,20,30,10,6,,機械の性能を格段に上げてくれるドリンク。\nロボ妖怪専用。,
300417,55,ブリーバンド,1,1,60,60,0,0,0,0,-30,0,11,7,,これで体をきたえれば　キミもマッチョに！\nブリー隊長専用。,
300418,55,思い出の鈴,1,1,20,40,0,0,0,0,20,40,12,8,,エミちゃんとの思い出がつまっている鈴。\nジバニャン専用。,
300410,55,逆転のつるぎ,1,1,30,45,0,0,0,0,30,45,13,9,,ランクの低い妖怪も　たちまち強くなる\nすごいつるぎ。　Ｄランクまでの妖怪専用。,
300411,55,逆転のまがたま,1,1,0,0,30,45,0,0,30,45,14,9,,ランクの低い妖怪だけに　力を与える\nまがたま。　Ｄランクまでの妖怪専用。,
300412,55,逆転のかがみ,1,1,0,0,0,0,30,45,30,45,15,9,,弱むし三種の神器といわれる装備の\nひとつ。　Ｄランクまでの妖怪専用。,
300419,55,極楽玉,1,1,0,0,0,0,30,45,30,45,16,10,,力と運を兼ね備えた者のみ　手にすることが\nできる宝玉。Ｂランクまでの妖怪専用。,
300420,55,しゅびびんウィング,1,1,0,0,0,0,0,0,50,100,17,11,,しゅびびんとした　かっこいい鉄の翼。\nアンドロイド山田専用。,
300421,55,アイラブメリケンＴ,1,1,25,38,25,38,0,0,0,0,18,12,,[ＵＳＡ/ユーエスエー]を愛する妖怪が着る大人気の\n[Ｔ/ティー]シャツ。　メリケン妖怪専用。,
300422,55,伝統の帯,1,1,0,0,0,0,20,30,20,30,19,13,,古くから伝わる　伝統的な技法で織られた\n由緒正しい帯。　古典妖怪専用。,
300423,55,ギョクジ,1,1,25,38,25,38,0,0,0,0,20,14,,遠いどこかにあるという『さくら国』の\n皇帝が持つハンコ。　武将妖怪専用。,
300424,55,偉人バッジ,1,1,0,0,0,0,20,30,20,30,21,15,,歴史的な偉業をなしとげた妖怪におくられる\n名誉あるバッジ。　偉人妖怪専用。,
300425,55,ラビットショット,1,1,20,30,0,0,0,0,20,30,22,16,,宇宙空間でも戦えるように開発された\n強力なビームガン。　ＵＳＡピョン専用。,
300426,55,セクシーストロー,1,1,0,0,40,60,0,0,20,30,23,17,,セクシーすぎて　素人には使いこなせない\nスペシャルなストロー。　デモネード専用。,
300427,55,もんげ～ふろしき,1,1,0,0,20,30,0,0,20,30,24,18,,もんげ～お宝がつまったふろしき。\nコマさん兄弟専用。,
300429,55,三成の御旗,1,1,0,0,20,30,0,0,40,60,25,19,,戦国時代の武将『石田三成』が戦で\nかかげた旗。　ウィスパー専用。,
300430,55,フツーの剣,1,1,30,45,0,0,0,0,30,45,26,20,,これといって　なんの特徴もない\nいたってフツーな剣。　フウ２専用。,
300432,55,メリケンブレード,1,1,35,80,0,0,0,0,0,0,27,21,,メリケンテイストあふれる\nイケイケな剣。メリケンレジェンド専用。,
300433,55,メリケンロッド,1,1,0,0,35,80,0,0,0,0,28,21,,メリケンテイストあふれる\nアゲアゲな杖。メリケンレジェンド専用。,
300434,55,メリケンシールド,1,1,0,0,0,0,35,80,0,0,29,21,,メリケンテイストあふれる\nピースフルな盾。メリケンレジェンド専用。,
