area_code,pref,addr_1,addr_2
1,01632,01,かとうぐん
1,01633,01,かとうぐん
1,01634,01,かとうぐん
1,01635,01,かみかわぐん
1,01636,01,かみかわぐん
1,01637,01,かさいぐん
1,01638,01,かさいぐん
1,01639,01,かさいぐん
1,01641,01,ひろおぐん
1,01642,01,ひろおぐん
1,01643,01,なかがわぐん
1,01644,01,なかがわぐん
1,01645,01,なかがわぐん
1,01646,01,なかがわぐん
1,01647,01,あしょろぐん
1,01648,01,あしょろぐん
1,01649,01,とかちぐん
1,01661,01,くしろぐん
1,01662,01,あっけしぐん
1,01663,01,あっけしぐん
1,01664,01,かわかみぐん
1,01665,01,かわかみぐん
1,01667,01,あかんぐん
1,01668,01,しらぬかぐん
1,01691,01,のつけぐん
1,01692,01,しべつぐん
1,01693,01,しべつぐん
1,01694,01,めなしぐん
1,01695,01,しこたんぐん
1,01696,01,くなしりぐん
1,01697,01,くなしりぐん
1,01698,01,えとろふぐん
1,01699,01,しゃなぐん
1,01700,01,しべとぐん
1,02201,02,""
1,02202,02,""
1,02203,02,""
1,02204,02,""
1,02205,02,""
1,02206,02,""
1,02207,02,""
1,02208,02,""
1,02209,02,""
1,02210,02,""
1,02301,02,ひがしつがるぐん
1,02303,02,ひがしつがるぐん
1,02304,02,ひがしつがるぐん
1,02307,02,ひがしつがるぐん
1,02321,02,にしつがるぐん
1,02323,02,にしつがるぐん
1,02343,02,なかつがるぐん
1,02361,02,みなみつがるぐん
1,02362,02,みなみつがるぐん
1,02367,02,みなみつがるぐん
1,02381,02,きたつがるぐん
1,02384,02,きたつがるぐん
1,02387,02,きたつがるぐん
1,02401,02,かみきたぐん
1,02402,02,かみきたぐん
1,02405,02,かみきたぐん
1,02406,02,かみきたぐん
1,02408,02,かみきたぐん
1,02411,02,かみきたぐん
1,02412,02,かみきたぐん
1,02423,02,しもきたぐん
1,02424,02,しもきたぐん
1,02425,02,しもきたぐん
1,02426,02,しもきたぐん
1,02441,02,さんのへぐん
1,02442,02,さんのへぐん
1,02443,02,さんのへぐん
1,02445,02,さんのへぐん
1,02446,02,さんのへぐん
1,02450,02,さんのへぐん
1,03201,03,""
1,03202,03,""
1,03203,03,""
1,03205,03,""
1,03206,03,""
1,03207,03,""
1,03208,03,""
1,03209,03,""
1,03210,03,""
1,03211,03,""
1,03213,03,""
1,03214,03,""
1,03215,03,""
1,03216,03,""
1,03301,03,いわてぐん
1,03302,03,いわてぐん
1,03303,03,いわてぐん
1,03321,03,しわぐん
1,03322,03,しわぐん
1,03366,03,わがぐん
1,03381,03,いさわぐん
1,03402,03,にしいわいぐん
1,03441,03,けせんぐん
1,03461,03,かみへいぐん
1,03482,03,しもへいぐん
1,03483,03,しもへいぐん
1,03484,03,しもへいぐん
1,03485,03,しもへいぐん
1,03501,03,くのへぐん
1,03503,03,くのへぐん
1,03506,03,くのへぐん
1,03507,03,くのへぐん
1,03524,03,にのへぐん
1,04101,04,せんだいし
1,04102,04,せんだいし
1,04103,04,せんだいし
1,04104,04,せんだいし
1,04105,04,せんだいし
1,04202,04,""
1,04203,04,""
1,04205,04,""
1,04206,04,""
1,04207,04,""
1,04208,04,""
1,04209,04,""
1,04211,04,""
1,04212,04,""
1,04213,04,""
1,04214,04,""
1,04215,04,""
1,04216,04,""
1,04301,04,かったぐん
1,04302,04,かったぐん
1,04321,04,しばたぐん
1,04322,04,しばたぐん
1,04323,04,しばたぐん
1,04324,04,しばたぐん
1,04341,04,いぐぐん
1,04361,04,わたりぐん
1,04362,04,わたりぐん
1,04401,04,みやぎぐん
1,04404,04,みやぎぐん
1,04406,04,みやぎぐん
1,04421,04,くろかわぐん
1,04422,04,くろかわぐん
1,04424,04,くろかわぐん
1,04444,04,かみぐん
1,04445,04,かみぐん
1,04501,04,とおだぐん
1,04505,04,とおだぐん
1,04581,04,おしかぐん
1,04606,04,もとよしぐん
1,05201,05,""
1,05202,05,""
1,05203,05,""
1,05204,05,""
1,05206,05,""
1,05207,05,""
1,05209,05,""
1,05210,05,""
1,05211,05,""
1,05212,05,""
1,05213,05,""
1,05214,05,""
1,05215,05,""
1,05303,05,かづのぐん
1,05327,05,きたあきたぐん
1,05346,05,やまもとぐん
1,05348,05,やまもとぐん
1,05349,05,やまもとぐん
1,05361,05,みなみあきたぐん
1,05363,05,みなみあきたぐん
1,05366,05,みなみあきたぐん
1,05368,05,みなみあきたぐん
1,05434,05,せんぼくぐん
1,05463,05,おがちぐん
1,05464,05,おがちぐん
1,06201,06,""
1,06202,06,""
1,06203,06,""
1,06204,06,""
1,06205,06,""
1,06206,06,""
1,06207,06,""
1,06208,06,""
1,06209,06,""
1,06210,06,""
1,06211,06,""
1,06212,06,""
1,06213,06,""
1,06301,06,ひがしむらやまぐん
1,06302,06,ひがしむらやまぐん
1,06321,06,にしむらやまぐん
1,06322,06,にしむらやまぐん
1,06323,06,にしむらやまぐん
1,06324,06,にしむらやまぐん
1,06341,06,きたむらやまぐん
1,06361,06,もがみぐん
1,06362,06,もがみぐん
1,06363,06,もがみぐん
1,06364,06,もがみぐん
1,06365,06,もがみぐん
1,06366,06,もがみぐん
1,06367,06,もがみぐん
1,06381,06,ひがしおきたまぐん
1,06382,06,ひがしおきたまぐん
1,06401,06,にしおきたまぐん
1,06402,06,にしおきたまぐん
1,06403,06,にしおきたまぐん
1,06426,06,ひがしたがわぐん
1,06428,06,ひがしたがわぐん
1,06461,06,あくみぐん
1,07201,07,""
1,07202,07,""
1,07203,07,""
1,07204,07,""
1,07205,07,""
1,07207,07,""
1,07208,07,""
1,07209,07,""
1,07210,07,""
1,07211,07,""
1,07212,07,""
1,07213,07,""
1,07214,07,""
1,07301,07,だてぐん
1,07303,07,だてぐん
1,07308,07,だてぐん
1,07322,07,あだちぐん
1,07342,07,いわせぐん
1,07344,07,いわせぐん
1,07362,07,みなみあいづぐん
1,07364,07,みなみあいづぐん
1,07367,07,みなみあいづぐん
1,07368,07,みなみあいづぐん
1,07402,07,やまぐん
1,07405,07,やまぐん
1,07407,07,やまぐん
1,07408,07,やまぐん
1,07421,07,かわぬまぐん
1,07422,07,かわぬまぐん
1,07423,07,かわぬまぐん
1,07444,07,おおぬまぐん
1,07445,07,おおぬまぐん
1,07446,07,おおぬまぐん
1,07447,07,おおぬまぐん
1,07461,07,にししらかわぐん
1,07464,07,にししらかわぐん
1,07465,07,にししらかわぐん
1,07466,07,にししらかわぐん
1,07481,07,ひがししらかわぐん
1,07482,07,ひがししらかわぐん
1,07483,07,ひがししらかわぐん
1,07484,07,ひがししらかわぐん
1,07501,07,いしかわぐん
1,07502,07,いしかわぐん
1,07503,07,いしかわぐん
1,07504,07,いしかわぐん
1,07505,07,いしかわぐん
1,07521,07,たむらぐん
1,07522,07,たむらぐん
1,07541,07,ふたばぐん
1,07542,07,ふたばぐん
1,07543,07,ふたばぐん
1,07544,07,ふたばぐん
1,07545,07,ふたばぐん
1,07546,07,ふたばぐん
1,07547,07,ふたばぐん
1,07548,07,ふたばぐん
1,07561,07,そうまぐん
1,07564,07,そうまぐん
1,08201,08,""
1,08202,08,""
1,08203,08,""
1,08204,08,""
1,08205,08,""
1,08207,08,""
1,08208,08,""
1,08210,08,""
1,08211,08,""
1,08212,08,""
1,08214,08,""
1,08215,08,""
1,08216,08,""
1,08217,08,""
1,08219,08,""
1,08220,08,""
1,08221,08,""
1,08222,08,""
1,08223,08,""
1,08224,08,""
1,08225,08,""
1,08226,08,""
1,08227,08,""
1,08228,08,""
1,08229,08,""
1,08230,08,""
1,08231,08,""
1,08232,08,""
1,08233,08,""
1,08234,08,""
1,08235,08,""
1,08236,08,""
1,08302,08,ひがしいばらきぐん
1,08309,08,ひがしいばらきぐん
1,08310,08,ひがしいばらきぐん
1,08341,08,なかぐん
1,08364,08,くじぐん
1,08442,08,いなしきぐん
1,08443,08,いなしきぐん
1,08447,08,いなしきぐん
1,08521,08,ゆうきぐん
1,08542,08,さしまぐん
1,08546,08,さしまぐん
1,08564,08,きたそうまぐん
1,09201,09,""
1,09202,09,""
1,09203,09,""
1,09204,09,""
1,09205,09,""
1,09206,09,""
1,09208,09,""
1,09209,09,""
1,09210,09,""
1,09211,09,""
1,09213,09,""
1,09214,09,""
1,09215,09,""
1,09216,09,""
1,09301,09,かわちぐん
1,09342,09,はがぐん
1,09343,09,はがぐん
1,09344,09,はがぐん
1,09345,09,はがぐん
1,09361,09,しもつがぐん
1,09364,09,しもつがぐん
1,09384,09,しおやぐん
1,09386,09,しおやぐん
1,09407,09,なすぐん
1,09411,09,なすぐん
1,10201,10,""
1,10202,10,""
1,10203,10,""
1,10204,10,""
1,10205,10,""
1,10206,10,""
1,10207,10,""
1,10208,10,""
1,10209,10,""
1,10210,10,""
1,10211,10,""
1,10212,10,""
1,10344,10,きたぐんまぐん
1,10345,10,きたぐんまぐん
1,10366,10,たのぐん
1,10367,10,たのぐん
1,10382,10,かんらぐん
1,10383,10,かんらぐん
1,10384,10,かんらぐん
1,10421,10,あがつまぐん
1,10424,10,あがつまぐん
1,10425,10,あがつまぐん
1,10426,10,あがつまぐん
1,10428,10,あがつまぐん
1,10429,10,あがつまぐん
1,10443,10,とねぐん
1,10444,10,とねぐん
1,10448,10,とねぐん
1,10449,10,とねぐん
1,10464,10,さわぐん
1,10521,10,おうらぐん
1,10522,10,おうらぐん
1,10523,10,おうらぐん
1,10524,10,おうらぐん
1,10525,10,おうらぐん
1,11101,11,さいたまし
1,11102,11,さいたまし
1,11103,11,さいたまし
1,11104,11,さいたまし
1,11105,11,さいたまし
1,11106,11,さいたまし
1,11107,11,さいたまし
1,11108,11,さいたまし
1,11109,11,さいたまし
1,11110,11,さいたまし
1,11201,11,""
1,11202,11,""
1,11203,11,""
1,11206,11,""
1,11207,11,""
1,11208,11,""
1,11209,11,""
1,11210,11,""
1,11211,11,""
1,11212,11,""
1,11214,11,""
1,11215,11,""
1,11216,11,""
1,11217,11,""
1,11218,11,""
1,11219,11,""
1,11221,11,""
1,11222,11,""
1,11223,11,""
1,11224,11,""
1,11225,11,""
1,11227,11,""
1,11228,11,""
1,11229,11,""
1,11230,11,""
1,11231,11,""
1,11232,11,""
1,11233,11,""
1,11234,11,""
1,11235,11,""
1,11237,11,""
1,11238,11,""
1,11239,11,""
1,11240,11,""
1,11241,11,""
1,11242,11,""
1,11243,11,""
1,11245,11,""
1,11246,11,""
1,11301,11,きたあだちぐん
1,11324,11,いるまぐん
1,11326,11,いるまぐん
1,11327,11,いるまぐん
1,11341,11,ひきぐん
1,11342,11,ひきぐん
1,11343,11,ひきぐん
1,11346,11,ひきぐん
1,11347,11,ひきぐん
1,11348,11,ひきぐん
1,11349,11,ひきぐん
1,11361,11,ちちぶぐん
1,11362,11,ちちぶぐん
1,11363,11,ちちぶぐん
1,11365,11,ちちぶぐん
1,11369,11,ちちぶぐん
1,11381,11,こだまぐん
1,11383,11,こだまぐん
1,11385,11,こだまぐん
1,11408,11,おおさとぐん
1,11442,11,みなみさいたまぐん
1,11464,11,きたかつしかぐん
1,11465,11,きたかつしかぐん
1,12101,12,ちばし
1,12102,12,ちばし
1,12103,12,ちばし
1,12104,12,ちばし
1,12105,12,ちばし
1,12106,12,ちばし
1,12202,12,""
1,12203,12,""
1,12204,12,""
1,12205,12,""
1,12206,12,""
1,12207,12,""
1,12208,12,""
1,12210,12,""
1,12211,12,""
1,12212,12,""
1,12213,12,""
1,12215,12,""
1,12216,12,""
1,12217,12,""
1,12218,12,""
1,12219,12,""
1,12220,12,""
1,12221,12,""
1,12222,12,""
1,12223,12,""
1,12224,12,""
1,12225,12,""
1,12226,12,""
1,12227,12,""
1,12228,12,""
1,12229,12,""
1,12230,12,""
1,12231,12,""
1,12232,12,""
1,12233,12,""
1,12234,12,""
1,12235,12,""
1,12236,12,""
1,12237,12,""
1,12238,12,""
1,12239,12,""
1,12322,12,いんばぐん
1,12329,12,いんばぐん
1,12342,12,かとりぐん
1,12347,12,かとりぐん
1,12349,12,かとりぐん
1,12403,12,さんぶぐん
1,12409,12,さんぶぐん
1,12410,12,さんぶぐん
1,12421,12,ちょうせいぐん
1,12422,12,ちょうせいぐん
1,12423,12,ちょうせいぐん
1,12424,12,ちょうせいぐん
1,12426,12,ちょうせいぐん
1,12427,12,ちょうせいぐん
1,12441,12,いすみぐん
1,12443,12,いすみぐん
1,12463,12,あわぐん
0,12999,12,""
1,13101,13,ちよだく
1,13102,13,ちゅうおうく
1,13103,13,みなとく
1,13104,13,しんじゅくく
1,13105,13,ぶんきょうく
1,13106,13,たいとうく
1,13107,13,すみだく
1,13108,13,こうとうく
1,13109,13,しながわく
1,13110,13,めぐろく
1,13111,13,おおたく
1,13112,13,せたがやく
1,13113,13,しぶやく
1,13114,13,なかのく
1,13115,13,すぎなみく
1,13116,13,としまく
1,13117,13,きたく
1,13118,13,あらかわく
1,13119,13,いたばしく
1,13120,13,ねりまく
1,13121,13,あだちく
1,13122,13,かつしかく
1,13123,13,えどがわく
1,13201,13,""
1,13202,13,""
1,13203,13,""
1,13204,13,""
1,13205,13,""
1,13206,13,""
1,13207,13,""
1,13208,13,""
1,13209,13,""
1,13210,13,""
1,13211,13,""
1,13212,13,""
1,13213,13,""
1,13214,13,""
1,13215,13,""
1,13218,13,""
1,13219,13,""
1,13220,13,""
1,13221,13,""
1,13222,13,""
1,13223,13,""
1,13224,13,""
1,13225,13,""
1,13227,13,""
1,13228,13,""
1,13229,13,""
1,13303,13,にしたまぐん
1,13305,13,にしたまぐん
1,13307,13,にしたまぐん
1,13308,13,にしたまぐん
1,13361,13,""
1,13362,13,""
1,13363,13,""
1,13364,13,""
1,13381,13,""
1,13382,13,""
1,13401,13,""
1,13402,13,""
1,13421,13,""
0,13999,13,""
1,14101,14,よこはまし
1,14102,14,よこはまし
1,14103,14,よこはまし
1,14104,14,よこはまし
1,14105,14,よこはまし
1,14106,14,よこはまし
1,14107,14,よこはまし
1,14108,14,よこはまし
1,14109,14,よこはまし
1,14110,14,よこはまし
1,14111,14,よこはまし
1,14112,14,よこはまし
1,14113,14,よこはまし
1,14114,14,よこはまし
1,14115,14,よこはまし
1,14116,14,よこはまし
1,14117,14,よこはまし
1,14118,14,よこはまし
1,14131,14,かわさきし
1,14132,14,かわさきし
1,14133,14,かわさきし
1,14134,14,かわさきし
1,14135,14,かわさきし
1,14136,14,かわさきし
1,14137,14,かわさきし
1,14151,14,さがみはらし
1,14152,14,さがみはらし
1,14153,14,さがみはらし
1,14201,14,""
1,14203,14,""
1,14204,14,""
1,14205,14,""
1,14206,14,""
1,14207,14,""
1,14208,14,""
1,14210,14,""
1,14211,14,""
1,14212,14,""
1,14213,14,""
1,14214,14,""
1,14215,14,""
1,14216,14,""
1,14217,14,""
1,14218,14,""
1,14301,14,みうらぐん
1,14321,14,こうざぐん
1,14341,14,なかぐん
1,14342,14,なかぐん
1,14361,14,あしがらかみぐん
1,14362,14,あしがらかみぐん
1,14363,14,あしがらかみぐん
1,14364,14,あしがらかみぐん
1,14366,14,あしがらかみぐん
1,14382,14,あしがらしもぐん
1,14383,14,あしがらしもぐん
1,14384,14,あしがらしもぐん
1,14401,14,あいこうぐん
1,14402,14,あいこうぐん
1,15101,15,にいがたし
1,15102,15,にいがたし
1,15103,15,にいがたし
1,15104,15,にいがたし
1,15105,15,にいがたし
1,15106,15,にいがたし
1,15107,15,にいがたし
1,15108,15,にいがたし
1,15202,15,""
1,15204,15,""
1,15205,15,""
1,15206,15,""
1,15208,15,""
1,15209,15,""
1,15210,15,""
1,15211,15,""
1,15212,15,""
1,15213,15,""
1,15216,15,""
1,15217,15,""
1,15218,15,""
1,15222,15,""
1,15223,15,""
1,15224,15,""
1,15225,15,""
1,15226,15,""
1,15227,15,""
1,15307,15,きたかんばらぐん
1,15342,15,にしかんばらぐん
1,15361,15,みなみかんばらぐん
1,15385,15,ひがしかんばらぐん
1,15405,15,さんとうぐん
1,15461,15,みなみうおぬまぐん
1,15482,15,なかうおぬまぐん
1,15504,15,かりわぐん
1,15581,15,いわふねぐん
1,15586,15,いわふねぐん
1,16201,16,""
1,16202,16,""
1,16204,16,""
1,16205,16,""
1,16206,16,""
1,16207,16,""
1,16208,16,""
1,16209,16,""
1,16210,16,""
1,16211,16,""
1,16321,16,なかにいかわぐん
1,16322,16,なかにいかわぐん
1,16323,16,なかにいかわぐん
1,16342,16,しもにいかわぐん
1,16343,16,しもにいかわぐん
1,17201,17,""
1,17202,17,""
1,17203,17,""
1,17204,17,""
1,17205,17,""
1,17206,17,""
1,17207,17,""
1,17209,17,""
1,17210,17,""
1,17211,17,""
1,17212,17,""
1,17324,17,のみぐん
1,17361,17,かほくぐん
1,17365,17,かほくぐん
1,17384,17,はくいぐん
1,17386,17,はくいぐん
1,17407,17,かしまぐん
1,17461,17,ほうすぐん
1,17463,17,ほうすぐん
1,18201,18,""
1,18202,18,""
1,18204,18,""
1,18205,18,""
1,18206,18,""
1,18207,18,""
1,18208,18,""
1,18209,18,""
1,18210,18,""
1,18322,18,よしだぐん
1,18382,18,いまだてぐん
1,18404,18,なんじょうぐん
1,18423,18,にゅうぐん
1,18442,18,みかたぐん
1,18481,18,おおいぐん
1,18483,18,おおいぐん
1,18501,18,みかたかみなかぐん
1,19201,19,""
1,19202,19,""
1,19204,19,""
1,19205,19,""
1,19206,19,""
1,19207,19,""
1,19208,19,""
1,19209,19,""
1,19210,19,""
1,19211,19,""
1,19212,19,""
1,19213,19,""
1,19214,19,""
1,19346,19,にしやつしろぐん
1,19364,19,みなみこまぐん
1,19365,19,みなみこまぐん
1,19366,19,みなみこまぐん
1,19368,19,みなみこまぐん
1,19384,19,なかこまぐん
1,19422,19,みなみつるぐん
1,19423,19,みなみつるぐん
1,19424,19,みなみつるぐん
1,19425,19,みなみつるぐん
1,19429,19,みなみつるぐん
1,19430,19,みなみつるぐん
1,19442,19,きたつるぐん
1,19443,19,きたつるぐん
1,20201,20,""
1,20202,20,""
1,20203,20,""
1,20204,20,""
1,20205,20,""
1,20206,20,""
1,20207,20,""
1,20208,20,""
1,20209,20,""
1,20210,20,""
1,20211,20,""
1,20212,20,""
1,20213,20,""
1,20214,20,""
1,20215,20,""
1,20217,20,""
1,20218,20,""
1,20219,20,""
1,20220,20,""
1,20303,20,みなみさくぐん
1,20304,20,みなみさくぐん
1,20305,20,みなみさくぐん
1,20306,20,みなみさくぐん
1,20307,20,みなみさくぐん
1,20309,20,みなみさくぐん
1,20321,20,きたさくぐん
1,20323,20,きたさくぐん
1,20324,20,きたさくぐん
1,20349,20,ちいさがたぐん
1,20350,20,ちいさがたぐん
1,20361,20,すわぐん
1,20362,20,すわぐん
1,20363,20,すわぐん
1,20382,20,かみいなぐん
1,20383,20,かみいなぐん
1,20384,20,かみいなぐん
1,20385,20,かみいなぐん
1,20386,20,かみいなぐん
1,20388,20,かみいなぐん
1,20402,20,しもいなぐん
1,20403,20,しもいなぐん
1,20404,20,しもいなぐん
1,20407,20,しもいなぐん
1,20409,20,しもいなぐん
1,20410,20,しもいなぐん
1,20411,20,しもいなぐん
1,20412,20,しもいなぐん
1,20413,20,しもいなぐん
1,20414,20,しもいなぐん
1,20415,20,しもいなぐん
1,20416,20,しもいなぐん
1,20417,20,しもいなぐん
1,20422,20,きそぐん
1,20423,20,きそぐん
1,20425,20,きそぐん
1,20429,20,きそぐん
1,20430,20,きそぐん
1,20432,20,きそぐん
1,20446,20,ひがしちくまぐん
1,20448,20,ひがしちくまぐん
1,20450,20,ひがしちくまぐん
1,20451,20,ひがしちくまぐん
1,20452,20,ひがしちくまぐん
1,20481,20,きたあずみぐん
1,20482,20,きたあずみぐん
1,20485,20,きたあずみぐん
1,20486,20,きたあずみぐん
1,20521,20,はにしなぐん
1,20541,20,かみたかいぐん
1,20543,20,かみたかいぐん
1,20561,20,しもたかいぐん
1,20562,20,しもたかいぐん
1,20563,20,しもたかいぐん
1,20583,20,かみみのちぐん
1,20588,20,かみみのちぐん
1,20590,20,かみみのちぐん
1,20602,20,しもみのちぐん
1,21201,21,""
1,21202,21,""
1,21203,21,""
1,21204,21,""
1,21205,21,""
1,21206,21,""
1,21207,21,""
1,21208,21,""
1,21209,21,""
1,21210,21,""
1,21211,21,""
1,21212,21,""
1,21213,21,""
1,21214,21,""
1,21215,21,""
1,21216,21,""
1,21217,21,""
1,21218,21,""
1,21219,21,""
1,21220,21,""
1,21221,21,""
1,21302,21,はしまぐん
1,21303,21,はしまぐん
1,21341,21,ようろうぐん
1,21361,21,ふわぐん
1,21362,21,ふわぐん
1,21381,21,あんぱちぐん
1,21382,21,あんぱちぐん
1,21383,21,あんぱちぐん
1,21401,21,いびぐん
1,21403,21,いびぐん
1,21404,21,いびぐん
1,21421,21,もとすぐん
1,21501,21,かもぐん
1,21502,21,かもぐん
1,21503,21,かもぐん
1,21504,21,かもぐん
1,21505,21,かもぐん
1,21506,21,かもぐん
1,21507,21,かもぐん
1,21521,21,かにぐん
1,21604,21,おおのぐん
1,22101,22,しずおかし
1,22102,22,しずおかし
1,22103,22,しずおかし
1,22131,22,はままつし
1,22132,22,はままつし
1,22133,22,はままつし
1,22134,22,はままつし
1,22135,22,はままつし
1,22136,22,はままつし
1,22137,22,はままつし
1,22203,22,""
1,22205,22,""
1,22206,22,""
1,22207,22,""
1,22208,22,""
1,22209,22,""
1,22210,22,""
1,22211,22,""
1,22212,22,""
1,22213,22,""
1,22214,22,""
1,22215,22,""
1,22216,22,""
1,22219,22,""
1,22220,22,""
1,22221,22,""
1,22222,22,""
1,22223,22,""
1,22224,22,""
1,22225,22,""
1,22226,22,""
1,22301,22,かもぐん
1,22302,22,かもぐん
1,22304,22,かもぐん
1,22305,22,かもぐん
1,22306,22,かもぐん
1,22325,22,たがたぐん
1,22341,22,すんとうぐん
1,22342,22,すんとうぐん
1,22344,22,すんとうぐん
1,22424,22,はいばらぐん
1,22429,22,はいばらぐん
1,22461,22,しゅうちぐん
1,23101,23,なごやし
1,23102,23,なごやし
1,23103,23,なごやし
1,23104,23,なごやし
1,23105,23,なごやし
1,23106,23,なごやし
1,23107,23,なごやし
1,23108,23,なごやし
1,23109,23,なごやし
1,23110,23,なごやし
1,23111,23,なごやし
1,23112,23,なごやし
1,23113,23,なごやし
1,23114,23,なごやし
1,23115,23,なごやし
1,23116,23,なごやし
1,23201,23,""
1,23202,23,""
1,23203,23,""
1,23204,23,""
1,23205,23,""
1,23206,23,""
1,23207,23,""
1,23208,23,""
1,23209,23,""
1,23210,23,""
1,23211,23,""
1,23212,23,""
1,23213,23,""
1,23214,23,""
1,23215,23,""
1,23216,23,""
1,23217,23,""
1,23219,23,""
1,23220,23,""
1,23221,23,""
1,23222,23,""
1,23223,23,""
1,23224,23,""
1,23225,23,""
1,23226,23,""
1,23227,23,""
1,23228,23,""
1,23229,23,""
1,23230,23,""
1,23231,23,""
1,23232,23,""
1,23233,23,""
1,23234,23,""
1,23235,23,""
1,23236,23,""
1,23237,23,""
1,23238,23,""
1,23302,23,あいちぐん
1,23342,23,にしかすがいぐん
1,23361,23,にわぐん
1,23362,23,にわぐん
1,23424,23,あまぐん
1,23425,23,あまぐん
1,23427,23,あまぐん
1,23441,23,ちたぐん
1,23442,23,ちたぐん
1,23445,23,ちたぐん
1,23446,23,ちたぐん
1,23447,23,ちたぐん
1,23501,23,ぬかたぐん
1,23561,23,きたしたらぐん
1,23562,23,きたしたらぐん
1,23563,23,きたしたらぐん
0,23999,23,""
1,24201,24,""
1,24202,24,""
1,24203,24,""
