id,schedule_id,title_type,title_id,group_id,accumulated_group,display_type,icon_id,starting_flag,action_type1,action_id1,count_type1,condition_count1,action_type2,action_id2,count_type2,condition_count2,action_type3,action_id3,count_type3,condition_count3,required_quests,required_act_type,required_act_id,required_cond_cnt,random_id,cooldown,period_reset_type,possible_period_count,possible_clear_count,reward_deal_id
1006200,1,2,7,0,1006100,4,0,0,15,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,272
1006300,1,2,7,0,1006100,4,0,0,15,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,273
1006400,1,2,7,0,1006100,4,0,0,15,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,274
1006500,1,2,7,0,1006100,4,0,0,15,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,275
1006600,1,2,7,0,1006600,4,0,0,16,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,276
1006700,1,2,7,0,1006600,4,0,0,16,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,277
1006800,1,2,7,0,1006600,4,0,0,16,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,278
1006900,1,2,7,0,1006600,4,0,0,16,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,279
1007000,1,2,7,0,1006600,4,0,0,16,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,280
1007100,1,2,7,0,1007100,4,0,0,17,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,281
1007200,1,2,7,0,1007100,4,0,0,17,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,282
1007300,1,2,7,0,1007100,4,0,0,17,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,283
1007400,1,2,7,0,1007100,4,0,0,17,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,284
1007500,1,2,7,0,1007100,4,0,0,17,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,285
1007600,1,2,19,0,1007600,4,0,1,44,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,317
1007700,1,2,19,0,1007600,4,0,0,44,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,325
1007800,1,2,19,0,1007600,4,0,0,44,0,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,286
1007900,1,2,19,0,1007600,4,0,0,44,0,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,287
1008000,1,2,19,0,1007600,4,0,0,44,0,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,288
1008100,1,2,19,0,1007600,4,0,0,44,0,1,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,289
1008200,1,2,19,0,1007600,4,0,0,44,0,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,290
1008300,1,2,19,0,1007600,4,0,0,44,0,1,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,291
1008400,1,2,19,0,1007600,4,0,0,44,0,1,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,326
1008500,1,2,9,0,1008500,4,0,1,38,0,1,25000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,348
1008600,1,2,9,0,1008500,4,0,0,38,0,1,50000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,110
1008700,1,2,9,0,1008500,4,0,0,38,0,1,75000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,117
1008800,1,2,9,0,1008500,4,0,0,38,0,1,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,118
1008900,1,2,9,0,1008500,4,0,0,38,0,1,125000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,124
1009000,1,2,9,0,1008500,4,0,0,38,0,1,150000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,128
1009100,1,2,9,0,1008500,4,0,0,38,0,1,175000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,129
1009200,1,2,9,0,1008500,4,0,0,38,0,1,200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,130
1009300,1,2,9,0,1008500,4,0,0,38,0,1,225000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,134
1009400,1,2,9,0,1008500,4,0,0,38,0,1,250000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,141
1009500,1,2,9,0,1008500,4,0,0,38,0,1,275000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,145
1009600,1,2,9,0,1008500,4,0,0,38,0,1,300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,154
1009700,1,2,9,0,1008500,4,0,0,38,0,1,325000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,158
1009800,1,2,9,0,1008500,4,0,0,38,0,1,350000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,165
1009900,1,2,9,0,1008500,4,0,0,38,0,1,375000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,166
1010000,1,2,9,0,1008500,4,0,0,38,0,1,400000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,172
1010100,1,2,9,0,1008500,4,0,0,38,0,1,425000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,179
1010200,1,2,9,0,1008500,4,0,0,38,0,1,450000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,183
1010300,1,2,9,0,1008500,4,0,0,38,0,1,475000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,191
1010400,1,2,9,0,1008500,4,0,0,38,0,1,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,192
1010500,1,2,9,0,1008500,4,0,0,38,0,1,525000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,184
1010600,1,2,9,0,1008500,4,0,0,38,0,1,550000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,194
1010700,1,2,9,0,1008500,4,0,0,38,0,1,575000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,199
1010800,1,2,9,0,1008500,4,0,0,38,0,1,600000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,202
1010900,1,2,9,0,1008500,4,0,0,38,0,1,625000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,203
1011000,1,2,9,0,1008500,4,0,0,38,0,1,650000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,211
1011100,1,2,9,0,1008500,4,0,0,38,0,1,675000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,215
1011200,1,2,9,0,1008500,4,0,0,38,0,1,700000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,219
1011300,1,2,9,0,1008500,4,0,0,38,0,1,725000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,224
1011400,1,2,9,0,1008500,4,0,0,38,0,1,750000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,228
1011500,1,2,9,0,1008500,4,0,0,38,0,1,800000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,233
1011600,1,2,9,0,1008500,4,0,0,38,0,1,850000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,107
1011700,1,2,9,0,1008500,4,0,0,38,0,1,900000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,111
1011800,1,2,9,0,1008500,4,0,0,38,0,1,950000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,112
1011900,1,2,9,0,1008500,4,0,0,38,0,1,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,119
1012000,1,2,9,0,1008500,4,0,0,38,0,1,1050000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,125
1012100,1,2,9,0,1008500,4,0,0,38,0,1,1100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,131
1012200,1,2,9,0,1008500,4,0,0,38,0,1,1150000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,135
1012300,1,2,9,0,1008500,4,0,0,38,0,1,1200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,136
1012400,1,2,9,0,1008500,4,0,0,38,0,1,1250000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,142
1012500,1,2,9,0,1008500,4,0,0,38,0,1,1300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,146
1012600,1,2,9,0,1008500,4,0,0,38,0,1,1350000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,147
1012700,1,2,9,0,1008500,4,0,0,38,0,1,1400000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,148
1012800,1,2,9,0,1008500,4,0,0,38,0,1,1450000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,155
1012900,1,2,9,0,1008500,4,0,0,38,0,1,1500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,159
1013000,1,2,9,0,1008500,4,0,0,38,0,1,1550000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,167
1013100,1,2,9,0,1008500,4,0,0,38,0,1,1600000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,173
1013200,1,2,9,0,1008500,4,0,0,38,0,1,1650000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,174
1013300,1,2,9,0,1008500,4,0,0,38,0,1,1700000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,175
1013400,1,2,9,0,1008500,4,0,0,38,0,1,1750000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,180
1013500,1,2,9,0,1008500,4,0,0,38,0,1,1800000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,185
1013600,1,2,9,0,1008500,4,0,0,38,0,1,1850000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,187
1013700,1,2,9,0,1008500,4,0,0,38,0,1,1900000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,186
1013800,1,2,9,0,1008500,4,0,0,38,0,1,1950000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,190
1013900,1,2,9,0,1008500,4,0,0,38,0,1,2000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,193
1014000,1,2,9,0,1008500,4,0,0,38,0,1,2050000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,195
1014100,1,2,9,0,1008500,4,0,0,38,0,1,2100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,198
1014200,1,2,9,0,1008500,4,0,0,38,0,1,2150000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,204
1014300,1,2,9,0,1008500,4,0,0,38,0,1,2200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,208
1014400,1,2,9,0,1008500,4,0,0,38,0,1,2250000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,212
1014500,1,2,9,0,1008500,4,0,0,38,0,1,2300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,216
1014600,1,2,9,0,1008500,4,0,0,38,0,1,2350000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,220
1014700,1,2,9,0,1008500,4,0,0,38,0,1,2400000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,225
1014800,1,2,9,0,1008500,4,0,0,38,0,1,2450000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,229
1014900,1,2,9,0,1008500,4,0,0,38,0,1,2500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,234
1015000,1,2,9,0,1008500,4,0,0,38,0,1,2600000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,108
1015100,1,2,9,0,1008500,4,0,0,38,0,1,2700000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,113
1015200,1,2,9,0,1008500,4,0,0,38,0,1,2800000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,114
1015300,1,2,9,0,1008500,4,0,0,38,0,1,2900000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,115
1015400,1,2,9,0,1008500,4,0,0,38,0,1,3000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,120
1015500,1,2,9,0,1008500,4,0,0,38,0,1,3100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,121
1015600,1,2,9,0,1008500,4,0,0,38,0,1,3200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,122
1015700,1,2,9,0,1008500,4,0,0,38,0,1,3300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,126
1015800,1,2,9,0,1008500,4,0,0,38,0,1,3400000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,132
1015900,1,2,9,0,1008500,4,0,0,38,0,1,3500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,137
1016000,1,2,9,0,1008500,4,0,0,38,0,1,3600000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,138
1016100,1,2,9,0,1008500,4,0,0,38,0,1,3700000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,143
1016200,1,2,9,0,1008500,4,0,0,38,0,1,3800000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,149
1016300,1,2,9,0,1008500,4,0,0,38,0,1,3900000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,150
1016400,1,2,9,0,1008500,4,0,0,38,0,1,4000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,151
1016500,1,2,9,0,1008500,4,0,0,38,0,1,4100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,156
1016600,1,2,9,0,1008500,4,0,0,38,0,1,4200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,160
1016700,1,2,9,0,1008500,4,0,0,38,0,1,4300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,161
1016800,1,2,9,0,1008500,4,0,0,38,0,1,4400000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,162
1016900,1,2,9,0,1008500,4,0,0,38,0,1,4500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,168
1017000,1,2,9,0,1008500,4,0,0,38,0,1,4600000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,176
1017100,1,2,9,0,1008500,4,0,0,38,0,1,4700000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,181
1017200,1,2,9,0,1008500,4,0,0,38,0,1,4800000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,188
1017300,1,2,9,0,1008500,4,0,0,38,0,1,4900000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,196
1017400,1,2,9,0,1008500,4,0,0,38,0,1,5000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,200
1017500,1,2,9,0,1008500,4,0,0,38,0,1,5100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,205
1017600,1,2,9,0,1008500,4,0,0,38,0,1,5200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,206
1017700,1,2,9,0,1008500,4,0,0,38,0,1,5300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,209
1017800,1,2,9,0,1008500,4,0,0,38,0,1,5400000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,213
1017900,1,2,9,0,1008500,4,0,0,38,0,1,5500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,217
1018000,1,2,9,0,1008500,4,0,0,38,0,1,5600000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,221
1018100,1,2,9,0,1008500,4,0,0,38,0,1,5700000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,222
1018200,1,2,9,0,1008500,4,0,0,38,0,1,5800000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,226
1018300,1,2,9,0,1008500,4,0,0,38,0,1,5900000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,230
1018400,1,2,9,0,1008500,4,0,0,38,0,1,6000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,231
1018500,1,2,9,0,1008500,4,0,0,38,0,1,6100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,235
1018600,1,2,9,0,1008500,4,0,0,38,0,1,6200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,236
1018700,1,2,9,0,1008500,4,0,0,38,0,1,6300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,237
1018800,1,2,9,0,1008500,4,0,0,38,0,1,6400000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,241
1018900,1,2,9,0,1008500,4,0,0,38,0,1,6500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,245
1019000,1,2,9,0,1008500,4,0,0,38,0,1,6750000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,246
1019100,1,2,9,0,1008500,4,0,0,38,0,1,7000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,247
1019200,1,2,9,0,1008500,4,0,0,38,0,1,7500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,109
1019300,1,2,9,0,1008500,4,0,0,38,0,1,8000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,116
1019400,1,2,9,0,1008500,4,0,0,38,0,1,8500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,123
1019500,1,2,9,0,1008500,4,0,0,38,0,1,9000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,127
1019600,1,2,9,0,1008500,4,0,0,38,0,1,9500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,133
1019700,1,2,9,0,1008500,4,0,0,38,0,1,10000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,139
1019800,1,2,9,0,1008500,4,0,0,38,0,1,10500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,140
1019900,1,2,9,0,1008500,4,0,0,38,0,1,11000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,144
1020000,1,2,9,0,1008500,4,0,0,38,0,1,11500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,152
1020100,1,2,9,0,1008500,4,0,0,38,0,1,12000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,157
1020200,1,2,9,0,1008500,4,0,0,38,0,1,12500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,163
