id,name,haunt_description,haunt_text,effect_id,command_id
180010,オバアのやさしさ,オバアのやさしさで　まもりがアップ,ほんわぁ～,cu_013,st_eff_0502
181000,オトンのせいえん,オトンのせいえんで　ちからがアップ,いくよっ！,cu_011,st_eff_0500
181010,オジイの喝,オジイの喝で　ちからがアップ,いくよっ！,cu_011,st_eff_0500
182000,肩をこらせる,肩がいたくて　ＨＰがだんだん減っていく,いたたた…,cu_004,st_eff_0203
183000,肩をこらせる,肩がいたくて　ＨＰがだんだん減っていく,いたたた…,cu_004,st_eff_0203
183010,ぎっくり腰にする,ぎっくり腰になって　なかなか行動しなくなる,うわっ！,cu_001,st_eff_0200
184000,ネガティブにする,ネガティブになって　すばやさが大ダウン,はぁ～…,cu_009,st_eff_0403
185000,ネガティブにする,ネガティブになって　すばやさが大ダウン,はぁ～…,cu_009,st_eff_0403
185010,かゆくさせる,はだを　かきむしって　ＨＰがだんだん減っていく,げげっ…,cu_004,st_eff_0203
186000,敵をみちびく,巧妙にみちびかれて　味方をすぐにこうげきする,えーっと…,cu_002,st_eff_0201
186010,えこひいきさせる,えこひいきして　ちからが大ダウン,ギャハハハ,cu_006,st_eff_0400
187000,横取り,人の物が欲しくて　味方をすぐにこうげきする,ケッ！,cu_002,st_eff_0201
187010,腹おどりさせる,腹おどりして　まもりが超ダウン,うへへへ～,cu_008,st_eff_0402
188000,口先だけにする,口だけで　なかなか行動しなくなる,だる～い…,cu_001,st_eff_0200
188010,グチっぽくさせる,文句ばかりで　なかなか行動しなくなる,ケッ！,cu_001,st_eff_0200
190020,頭に血をのぼらせる,頭に血がのぼって　味方をたまにこうげきする,くそっ！,cu_002,st_eff_0201
189000,ツッパリ精神,ツッパリ精神が裏目で　まもりがダウン,ケッ！,cu_008,st_eff_0402
190000,ツッパリ精神,ツッパリ精神が裏目で　まもりがダウン,ケッ！,cu_008,st_eff_0402
191000,魔ガサスの呪い,魔がさして　味方をすぐにこうげきする,うひひひ…,cu_002,st_eff_0201
191010,ウ魔の呪い,ウ魔の呪いで　全ステータスがダウン,あわわわ…,cu_010,st_eff_0404
192000,しわくちゃにする,おはだがしわくちゃになって　まもりが大ダウン,もうダメ…,cu_008,st_eff_0402
193000,若さを吸いとる,若さを吸いとられ　全ステータスがダウン,もうダメ…,cu_010,st_eff_0404
193010,不死身の力,不死身の力で　ＨＰが少しずつ回復,ほんわぁ～,cu_005,st_eff_0304
194000,くさすぎるおなら,くさいおならに混乱し　味方をすぐにこうげきする,くさっ！,cu_002,st_eff_0201
194010,くさすぎるおなら,くさいおならに混乱し　味方ばかりこうげきしそう,くさっ！,cu_002,st_eff_0201
195000,すべらせる,すべって心が傷つき　ＨＰがだんだん減っていく,はぁ～…,cu_004,st_eff_0203
195010,すべらせる,すべって心が傷つき　ＨＰがだんだん減っていく,はぁ～…,cu_004,st_eff_0203
196000,ねむれなくする,ねむれなくなって　全ステータスがダウン,もうダメ…,cu_010,st_eff_0404
196010,ねむらせる,深いねむりについて　なかなか行動しなくなる,Ｚｚｚｚ…,cu_001,st_eff_0200
197000,存在感をうすくする,地味になって　まもりがダウン,はぁ～…,cu_008,st_eff_0402
198000,存在感をうすくする,影がうすくなって　まもりがダウン,はぁ～…,cu_008,st_eff_0402
198010,存在感をうすくする,存在感皆無になって　まもりがダウン,はぁ～…,cu_008,st_eff_0402
199000,はだをふやけさせる,お肌がふやけて　まもりが大ダウン,あわわわ,cu_008,st_eff_0402
200000,はだをふやけさせる,お肌がふやけて　まもりが大ダウン,あわわわ,cu_008,st_eff_0402
199010,かじかませる,体がかじかんで　ちからが大ダウン,ぶるぶる…,cu_006,st_eff_0400
200010,カチコチにする,体がカチコチになって　ちからが大ダウン,ぶるぶる…,cu_006,st_eff_0400
199020,鼻血を出す,鼻血が気になり　すばやさが大ダウン,げげっ…,cu_009,st_eff_0403
201000,ドンヨリさせる,ドンヨリして　ちからが大ダウン,はぁ～…,cu_006,st_eff_0400
202000,うらやましがらせる,うらやましがって　味方をすぐにこうげきする,くそっ！,cu_002,st_eff_0201
202010,食い意地をはらせる,お腹をこわして　ＨＰがだんだん減っていく,おなかすいたぁ～,cu_004,st_eff_0203
203000,心をふさがせる,心をふさいで　なかなか行動しなくなる,だる～い…,cu_001,st_eff_0200
204000,心をふさがせる,心をふさいで　なかなか行動しなくなる,だる～い…,cu_001,st_eff_0200
204010,心をふさがせる,心をふさいで　なかなか行動しなくなる,だる～い…,cu_001,st_eff_0200
205010,楽天的にする,楽天的になって　ＨＰが少しずつ回復,うへへへ～,cu_005,st_eff_0304
205000,びんぼうにする,食べ物を買えず、ＨＰがだんだん減っていく,うへへへ～,cu_003,st_eff_0202
206010,黄泉の呪い,黄泉の呪いで　ようりょくが大ダウン,よーし！,cu_007,st_eff_0401
206000,根暗にする,根暗になって　すばやさが大ダウン,はぁ～…,cu_009,st_eff_0403
207000,疑い深くする,疑い深くなって　味方をすぐにこうげきする,ケッ！,cu_002,st_eff_0201
207010,ガキにする,だだをこねて　味方をすぐにこうげきする,ケッ！,cu_002,st_eff_0201
207020,ひねくれさせる,ひねくれて　味方をたまにこうげきする,ケッ！,cu_002,st_eff_0201
208000,びびらせる,びびって　なかなか行動しなくなる,あわわわ,cu_001,st_eff_0200
209000,びびらせる,びびって　なかなか行動しなくなる,あわわわ,cu_001,st_eff_0200
209010,虫歯にする,虫歯が痛くて　ＨＰがだんだん減っていく,いたたた…,cu_004,st_eff_0203
210000,ドケチにする,ドケチになって　味方ばかりこうげきする,ケッ！,cu_002,st_eff_0201
210010,闇の力,闇の力で　ＨＰがどんどん減っていく,あわわわ…,cu_004,st_eff_0203
211000,幸運にする,幸運パワーで　全ステータスが小アップ,あはははは～,cu_015,st_eff_0504
212000,幸運にする,幸運パワーで　全ステータスがアップ,あはははは～,cu_015,st_eff_0504
211010,パンダの可愛さ,パンダの可愛さにいやされ　ＨＰが少しずつ回復,ほんわぁ～,cu_005,st_eff_0304
213000,龍のちから,龍の力で　ちからがアップ,いくよっ！,cu_011,st_eff_0500
214000,龍のちから,龍の力で　ちからがアップ,いくよっ！,cu_011,st_eff_0500
214010,青龍のちから,青龍の力で　ようりょくがアップ,いくよっ！,cu_012,st_eff_0501
215000,キライにさせる,味方を憎んで　味方をたまにこうげきする,くそっ！,cu_002,st_eff_0201
216000,憎しみを持たせる,味方を憎んで　味方をたまにこうげきする,くそっ！,cu_002,st_eff_0201
216010,逆上させる,逆上して　味方をたまにこうげきする,くそっ！,cu_002,st_eff_0201
217000,道草をくわせる,道草をくって　たまに行動しなくなる,だる～い…,cu_001,st_eff_0200
217010,素人にする,戦いの素人になって　ちからがダウン,げげっ…,cu_006,st_eff_0400
218010,気前がよくなる,気前がよくなって身軽になり　すばやさがアップ,うへへへ～,cu_014,st_eff_0503
218000,むだづかいする,むだづかいして身軽になり　すばやさがアップ,うへへへ～,cu_014,st_eff_0503
219000,話が長くなる,話が長くなって　すばやさが大ダウン,うへへへ～,cu_009,st_eff_0403
219010,バナナの力,バナナのパワーで　すばやさがアップ,おいしい！,cu_014,st_eff_0503
220000,仕切る,仕切られて　たまに行動しなくなる,げげっ…,cu_001,st_eff_0200
220010,まむしの毒,まむしの毒でしびれて　すばやさがダウン,あわわわ…,cu_009,st_eff_0403
220020,すねさせる,すねてしまって　味方をたまにこうげきする,ケッ！,cu_002,st_eff_0201
221000,オロチの加護,オロチの加護で　すばやさがアップ,よーし！,cu_014,st_eff_0503
221010,影の存在にする,影の存在になり　すばやさがアップ,フッ…,cu_014,st_eff_0503
221020,聖なる光,聖なる光で　ＨＰがだんだん回復,ほんわぁ～,cu_005,st_eff_0304
222000,武士の心,武士の心で　ちからがアップ,いくよっ！,cu_011,st_eff_0500
223000,しゅらの力,しゅらの力で　ようりょくがアップ,いくよっ！,cu_012,st_eff_0501
224000,いやしのふんいき,いやしのふんいきで　ＨＰがだんだん回復,ほんわぁ～,cu_005,st_eff_0304
225000,奇跡の桜,桜満開　すばやさがアップ,あはははは～,cu_014,st_eff_0503
226000,鬼の力,鬼の力で　まもりがアップ,いくよっ！,cu_013,st_eff_0502
231000,獅子の力,獅子の力で　ちからがアップ,いくよっ！,cu_011,st_eff_0500
232000,おかたづけする,せいけつパワーで　ＨＰが少しずつ回復,いい感じ～,cu_005,st_eff_0304
233000,おこにする,怒り狂って　味方をたまにこうげきする,くそっ！,cu_002,st_eff_0201
234000,おにぎりの力,お米の力で　ちからがアップ,おいしい！,cu_011,st_eff_0500
235000,なめまわす,なめられて気分が悪くなり　たまに行動しなくなる,おえぇ～っ,cu_001,st_eff_0200
235500,なめまわす,なめられて気分が悪くなり　たまに行動しなくなる,おえぇ～っ,cu_001,st_eff_0200
235600,なめまわす,なめまわされて　ちからがダウン,げげっ…,cu_006,st_eff_0400
236000,友情パワー,友情パワーで　ちからがアップ,よーし！,cu_011,st_eff_0500
236900,友情パワーＳ,Ｓ級の友情パワーで　ちからがアップ,よーし！,cu_011,st_eff_0500
237000,田の恨み,田んぼの恨みで　ＨＰが少しずつ減っていく,あわわわ…,cu_004,st_eff_0203
237500,田の恨み,田んぼの恨みで　ＨＰが少しずつ減っていく,あわわわ…,cu_004,st_eff_0203
238000,エクササイズする,ビートキャンプで　全ステータスがアップ,フー！！,cu_015,st_eff_0504
239000,洗浄する,せいけつパワーで　ＨＰが少しずつ回復,いい感じ～,cu_005,st_eff_0304
240000,獅子の力,獅子の力で　ちからがアップ,いくよっ！,cu_011,st_eff_0500
241000,お米の力,お米の力で　ちからがアップ,いい感じ～,cu_011,st_eff_0500
242000,鬼の栄養,鬼の栄養で　ちからがアップ,キター！,cu_011,st_eff_0500
242010,いのちをとる,命を奪い取られて　ＨＰが少しずつ減っていく,もうダメ…,cu_004,st_eff_0203
243000,追い風を吹かす,追い風を受けて　すばやさがアップ,キター！,cu_014,st_eff_0503
244000,ふしぎなけむり,ふしぎなけむりで　ようりょくがアップ,ほんわぁ～,cu_012,st_eff_0501
245000,ナメた態度にする,ナメた態度になって　たまに行動しなくなる,だる～い…,cu_001,st_eff_0200
246000,真似をさせる,敵の真似をして　味方をたまにこうげきする,マネキーン,cu_002,st_eff_0201
247000,うそつきにする,上手くウソをついて　たまに行動しなくなる,ふんっ,cu_001,st_eff_0200
248000,記憶をしまう,記憶をなくして　味方をすぐにこうげきする,うへへへ～,cu_002,st_eff_0201
249000,ふしぎなけむり,ふしぎなけむりで　ようりょくがアップ,ほんわぁ～,cu_012,st_eff_0501
249500,いやなけむり,いやな　けむりで　ＨＰが少しずつ減っていく,もうダメ…,cu_004,st_eff_0203
250000,おでんのぬくもり,おでんのぬくもりで　ＨＰが少しずつ回復,おいしい！,cu_005,st_eff_0304
251000,ナメた態度にする,ナメた態度になって　たまに行動しなくなる,だる～い…,cu_001,st_eff_0200
252000,鏡の力,鏡の力で　ようりょくがアップ,よーし！,cu_012,st_eff_0501
253000,しびれさせる,体がしびれて　たまに行動しなくなる,ビリビリ～,cu_001,st_eff_0200
253010,しびれさせる,体がしびれて　たまに行動しなくなる,ビリビリ～,cu_001,st_eff_0200
254000,割れやすくする,割れやすくなって　まもりがダウン,げげっ…,cu_008,st_eff_0402
255000,うらやましがらせる,味方をうらやんで　味方をたまにこうげきする,ケッ！,cu_002,st_eff_0201
256000,汗をかかせる,異常に汗をかいて　ＨＰが少しずつ減っていく,げげっ…,cu_004,st_eff_0203
257000,稲妻のスピード,稲妻のごとく　すばやさがアップ,キター！,cu_014,st_eff_0503
258000,道に迷わせる,道に迷って　たまに行動しなくなる,げげっ…,cu_001,st_eff_0200
259000,泥棒する,泥棒されまくり　まもりがダウン,げげっ…,cu_008,st_eff_0402
260000,極太海老天の力,極太海老天の力で　まもりがアップ,おいしい！,cu_013,st_eff_0502
261000,脱線させる,脱線して　味方をたまにこうげきする,うぉーっ！,cu_002,st_eff_0201
262000,見つめる,かなしばりにあい　たまに行動しなくなる,あわわわ…,cu_001,st_eff_0200
262010,見つめる,かなしばりにあい　たまに行動しなくなる,あわわわ…,cu_001,st_eff_0200
263000,肉食系にする,イケイケの肉食になって　ちからがアップ,バッチコーイ！,cu_011,st_eff_0500
264000,稲妻のスピード,稲妻のごとく　すばやさがアップ,いくよっ！,cu_014,st_eff_0503
265000,がまん強くする,がまん強くなり　まもりがアップ,バッチコーイ！,cu_013,st_eff_0502
266000,大物にする,大物感がただよい　まもりがアップ,いくよっ！,cu_013,st_eff_0502
266010,出不精にする,動くのがいやになり　たまに行動しなくなる,だる～い…,cu_001,st_eff_0200
267000,のっぺりさせる,のっぺりしすぎて　まもりがダウン,げげっ…,cu_008,st_eff_0402
268000,目力アップさせる,目力アップで　ちからがアップ,よーし！,cu_011,st_eff_0500
269000,美脚にする,美脚効果で　すばやさがアップ,うふふふ…,cu_014,st_eff_0503
270000,爆速にする,ばくそくパワーで　すばやさが超アップ,キター！,cu_014,st_eff_0503
271000,じめじめさせる,じめじめしすぎて　まもりがダウン,げげっ…,cu_008,st_eff_0402
272000,変な顔にする,表情が決まらなくなり　全ステータスが小ダウン,えーっと…,cu_010,st_eff_0404
273000,ねむらせる,深い眠りにいざなわれ　なかなか行動しなくなる,Ｚｚｚｚ…,cu_001,st_eff_0200
274000,本物の力,本物の力で　すばやさがアップ,えっへん！,cu_014,st_eff_0503
274010,本物の力,本物の力で　すばやさがアップ,えっへん！,cu_014,st_eff_0503
