id,body
150000,せっしゃを出すとは　なかなかやるミン！\nともだちになるミーン！
150010,ありがとうミーン！　さっそくだけど\nせっしゃの美声に　酔いしれてみるミン？
151000,あたしなんかが出て　トホホと思った？\nトホホ…　それでもついていくよ…
151010,その…　カッコウは悪いけど\n性格は悪くないと思うから…　よろしく…
151020,ありがとう…　ついていくよ…\nずーっとずーっと　死ぬまで　ね
152000,出してくれて　ありがとニャン\nお礼に　ともだちになってやるニャン！
152900,Ｓ級なオレっちのお出ましニャン！\nズが高いニャン！
153000,ニャーン！！　シャバの空気ニャン！\nお前　ありがとニャン！
154000,オレを出すなんて　いい度胸してるニャン！\nいっちょ　ついて行ってやるニャン！
155000,ワープすれば　いつでも出られたんだがな\nきみが来るのをまっていたのだ！
155010,きみの　輝きはすばらしい\n私にも　負けないぐらいだ！
156000,きみの目　キラキラと輝いてるニャン！\nそう！　ダイヤモンドのようニャン！
156010,やっぱり外はいいニャンね～\nこれからよろしくニャン！
156020,きみの心　キラキラしてるニャン！\nエメラルド級ニャン！
156030,フニャー！　ニャンだ外かニャン\nこれからよろしくニャ～！
156040,ニャァ～　気持ちよく寝てたのに…\nまぁ…　これからよろしくニャン
157000,出してくれてありがとっスー\nいっしょに　おにぎり食べるっス！
158000,おお！　きみが出してくれたのか！\n主と認めよう！　これからよろしく頼む！
158010,この気持ち！　サーフィンの時みたいに\nワクワクしてる！　これからよろしくな！
159000,もんげぇーーーーっ！\n助かったズラ！
159010,兄ちゃん探していたら　きみに会えたズラ！\nともだちになってほしいズラ！
159400,やっと　野外ライブできるＹＯ♪\nオレのファン１号になれＹＯ！　チェケラ！
159900,ここは　もんげー都会ズラね…\nちゃんとなじめるか心配ズラ…
159910,兄ちゃん見てないズラ？\nガシャ玉に入れられてはぐれちゃったズラ
160000,最高の宿主…　こんな形で出会えるとは…\nおれはあんたに　忠誠をちかうぜ！
160020,お前との出会いを待っていた！\nともだちになるしかねぇぜ！
161000,ぼ～…　ハッ！　外だ！　いま気が付いた\nきみが出してくれたの？　ありがとう！
161010,えっと…　その　あの…　ありがと…\nもう　ともだち…？　だよね？
162000,寒かったですぅー\n早く！　あたたかい場所に行きましょう！
163000,寒いのはきらいか？\nいっしょにアツい戦いをしよう！
163010,友情！　努力！　勝利！\nおれは　お前に全てをもたらすぜ！！
164000,も…　もれちゃう！　もれちゃうから\n早くともだちになって！！
164010,プルプル…　早くしないと\nもれちゃうから　ともだちになって！
165000,ワシを当てるとは　クジ運がいいのう！\nお主には　さいころの運も　あると見たぞ！
165010,お主との特別な運命を感じるぞ！\n数奇な人生を送れそうじゃのう！
166000,貴様か　オレを外に出したやつは…\n感謝してやるぞ
166010,貴様…　オレを出すとはなかなかやるな\nいいだろう　ついて行ってやろう！
167000,ずーっと　ひもじかったわい\nこれからあんたが恵んでくれるのかのう？
167010,うほほ！　外じゃ！　メシを食うのじゃ！\nん…？　お前　うまそうじゃな…！
168000,米は好きかのう？　好きなら\nわれらは　もうともだちじゃ！
169000,もう…　こんな所にとじこめられて\nサイアクですよ…　まったく…
170000,なあ　俺たち二人で一人\nな？　他のヤツより　お得だろ！？
170010,お前　おれらを見てもこわくねえのか？\nハハッ　気に入ったぜ！　ともだちだ！
171000,ゲ・キ・ウ・ケ～！\n外に出られて　笑いが止まりません～
171010,フン♪フフン♪　あれ　聞いてたの？\n僕といっしょに　デュエットしようよ♪
171020,ツボだけじゃなくて　ガシャ玉にまで\n入れられるとはなぁ！　シャシャシャ！
172000,出してくれて　ありがとう！\n今日からきみも　絶好調だよ！
172010,あんなガシャ玉とはもう絶交だ！\nこれからは　きみとともだちになるぞ！
173000,いま　わたくしの気分は最高よ！\nわたくしがいれば　あなたも最高潮よ！
173010,あら　あなたが出してくれたのね　\nアゲアゲでいくわよ～！
174000,そのステップ　お前もおどるんだな！？\nもうボクらは　ダンスともだちだぜ！！
174010,今まで　ずーっとおどっていたんです\nさあ　いっしょにおどりましょう！
174020,あーん！　サビのいいところだったのにぃ！\nダンスを止めた罰としていっしょにおどろ！
175000,開けてくれてキュンとしたよぉ～\nきみのこともキュンとさせてあげるね
176000,ズキュキュキュン！　運命感じちゃった！\nこれからよろしくね！　ズキュキュキュン！
176010,運命感じちゃう？　ぼくは感じたよ！\nな～んてね
177000,ハ～　やさしい時間だったボーノ！\nこれからはきみと旅するボーノ！
178000,アラやだ　アンタわたしのこと誘ってんの？\nえっ　もしかしてわたしのこときらい？
178010,あーあ…　最近つまらない…\nと思ってたけど　あなたに出会えて最高！
179000,ほっほっほ！　プレゼントをひとつやろう\nそれは　わしじゃ！　ほっほっほ！
179010,わしがいれば　毎日プレゼントを\nもらうより楽しいぞい！　ほっほっほ！
180000,あらあら、あなた若いのにりっぱねぇ\nおともだちになってくれるかしら？
180010,ふぉっふぉっふぉ…　ありがとうねぇ\nわしの孫にならんか？
181000,ふむ！　わしがお前のともだちになって\nビシビシきたえてやろう！　ハッハッハ！
181010,わしを連れて行け！\nまだまだ若いもんには負けんぞ！
182000,お前がおいらを出したのか？　けっ！\nやるじゃねえか！　ともだちになるぞ！
183000,こらせがいのありそうな\nいい肩してるじゃねぇか！　気に入ったぜ！
183010,じっとしすぎて　腰を痛めるとこだったぜ！\n出してくれてありがとな！
184000,もう一生　あそこから出られないと\n思ってたブーン…　ともだちになるブーン
185000,はぁーぁ　中にいても外に出てもゆううつ…\nあんたと　ともだちになるしかないブーン
185010,あたしを出した時から　肌がかゆくない？\nもし大丈夫なら　ともだちブーン！
186000,ともだちになろうよ！　楽しいところへ\nみちびいてあげるよ！
186010,きみが出してくれたの？　ぼくが先生なら\nえこひいきしているとこだよ
187000,きみの優しさを横取りしたい！\nできないから　いっしょにつれてって！
187010,いっしょに　はらおどりしようヨ～\nヨ～！　あ　ポン！　あ　ポン！
188000,出してもらわなくても出れたけどね！\n私とともだちになったら　あんた最強だよ？
188010,あなたどうもありがとう！　あなたなら\n私のお気に入りに入れてあげてもいいわよ？
189000,ふ～　やっぱシャバの空気が一番だぜ！\nなぁおめえ　おれとダチになろうぜ～？
190000,久しぶりのシャバの空気　手間かけたな\nこの恩　俺は一生かけて返していくぜ！
190020,おめぇ　サンキュな\n俺たちもうダチだな！
191000,魔がさして　ガシャ玉に入ったら\nこんなことに…　出れてよかったぜ…
191010,やっと外に出れた…\nともだちになろ！　ウー魔！
192000,わしを連れて行かぬか？\n若さをうらんだりはせんよ…　ふふふ…
193000,あらあなた　若々しいわねえ\nちょっとだけ　命吸わせてくれない？
193010,わたしも連れて行ってちょうだい\n不死身の秘密教えてあげる
194000,お前　ありがとう…　プゥー…\nしまった…　へ　が出た…
194010,プゥー…　せまいガシャ玉の中で\n死ぬかと思ったー　プゥー…
195000,きみとはうまくやっていけるカモノハシ！\nだっはっは！　今のおもしろかった？
195010,ワシがいれば　最強だわんこそば！\nふはは！　今のダジャレってわかった？
196000,出してくれてありがとぅ！\n楽しすぎて　眠れなくなるわよぉ！
196010,あなたが出してくれたのね…\nありがとう…　いい夢みせてあげるわ
197000,こんな地味な\nボクを見つけるなんて　感謝です…
198000,やっと気づいて出してもらえた…\nせっしゃの友となってくれるか…？
198010,やっと気づいて出してもらえた…\n我が友となってくれるか…？
199000,はー　じめじめしてたぁ\nともだちになってくれる？
199010,ジュースの氷たべる派？　だったら\nもうボクら　ともだちだよ！
199020,鼻血よくでる？　出るんならうれしいなぁ\nこれからよろしく
200000,ともだちなろ～　天気は変わりやすいけど\nボクのきもちは　変わらないぞ～
200010,ボクといれば　夏だってすずしいよ～！\nだから　ぼくも連れて行って！
201000,あなたがここから解放してくれたのね\nジュヴァ～ン！　もうともだちね！
202000,きみのくじ運　うらやまスィー！\nボクと　ともだちになってください！
202010,今度　きみの家に遊びに行ってもいい？\nちょうど夕飯の前にさ！
203000,ガシャ玉にひきこもってたのに…\nともだちにしてくれますか…？
204000,ガシャ玉に閉じこもってたんですが…\n今日からここで閉じこもっていいですか？
204010,ガシャ玉…　私の家が…\n新しいお家さがしてくれますか？
205000,これからよろしくなー！\nおっと　小銭落としたよ！
205010,あははは！　きみみたいな子に\n出してもらえて幸せー！　ともだちなろー！
206000,ど～ぅせ　ぼくなんかが出て\nがっかりしてるんだろ？　はぁ～あ…
206010,本を読むより楽しいこと\n教えてよ…
207000,本当にともだちになってくれる？\n本当？　本当に本当？
207010,別に出れなかったわけじゃねーし！\n責任とれよ～！
207020,ともだちになってほしいのぉ～？\nどぉ～しよっかなぁ～
208000,いきなり開けるなよ！\nビビったじゃねーかよ！
209000,フン　お前のような雑魚ごときが\nともだちなど…！　なってもいいけど…
209010,虫歯になるか　オレを仲間にするか\nどっちか選ばせてやる
210000,ともだちになるかのぅ？\n高くつくぞ…
210010,お前からは　闇の力を感じるぞ…\n闇が　われらを引き合わせた…！
211000,あっ　見つかっちゃった！\nきみ幸運だね！
211010,あなたに見つかるの\n期待してたのです…
212000,きみに見つかるの\n期待してたんだ～！
213000,お前が出してくれたのか！？\nありがとうなのだ　よろしくなのだ
214000,われは　お前について行くことに決めたぞ！\n心しておけよ！
214010,そなたの清らかな心が引き当てたのじゃな！\nよろしい　仲間になろう
215000,お前みたいなやつ　大っ嫌いだー！\nこれからはともだちだけどなー！
216000,お前のこと　一生うらんでやるー！\nだから　ずっといっしょにいてもいいか？
216010,なんで出したんだよ！　くそー！\n仲間にしてくれ！
217000,ありがとな！　これから\nいっしょに道草食おうぜ！
217010,出してくれてありがとな！\nところでお前の得意なことはなんだ？
218000,シェッシェッシェ！\n今日はパーっとお祝いしよっか！
218010,ともだちになった記念に　お腹いっぱい\nおごってくれるかい？　シェッシェッシェ！\n
219000,ここから出してくれたってことは\nワイと語り合いたいってことやな！？
219010,ナガバナちゃうで　ナガバナナやで\n今日からよろしゅう頼んます
220000,まことに　あっぱれなり！\nともだちになるんじゃ！
220010,そなたの堂々とした出で立ち　見事じゃ！\n仲間にしてくれ！
220020,フン！　別に外に出たくなんかなかったが\nついて行ってやるとするかのぉ
221000,私が　こんなやつに救われるなんてな…\nお前を認めよう…
221010,そなたの目…　相当な強い心…\n気に入った…　ついて行こう
221020,クッ！　外の世界はなんてまぶしいんだッ！\nオレも負けずにかがやくぜッ！
222000,お主が出してくれたんでござるか！\n礼を言うでござる！
223000,これも何かの運命だぜ！\nいっしょについていくぜ！
224000,ミーを　ともだちにしたくない人なんて\nいるのかい？　フ…　いないよね
225000,花は好きかのぅ？\nワシと一緒に　ひと花咲かせんか？
226000,フンッ！　お前みたいなヤツに\n当てられるとはな！　仕方ねえなーっ！
231000,ううう…　せまかったです…\nこれからはキミと一緒がいいです！
232000,かたじけない！\nおそうじで恩返しするでござる！
233000,出してなんて言ってないもん！\nおこった！　ボクもついていく！
234000,鬼のにおい…　出番がきたようだな！\nよし！　お主と共に行かせてくれ！
235000,ガシャ玉なめるのは　あきたレロ～\nキミのこと　なめさせてくれレロ～
235500,出したことを後悔するよ…\nずっと　なめ続けてやる…
236000,出してくれてありがとな\nお前とは　いいともだちになれそうだ
236900,オレをガシャから出したお前…！！\nこの　みなぎるガッツを受け止めてくれ！！
237000,田んぼのにおいがするわい！\nおで　あんたのこと気に入ったぞ
237500,田をかえせー！　田をかえせー！\nおでの田んぼ　見つけてくれー！
238000,そうだ　あきらめるな！\nオレといっしょに　ビクトリアーーン！
239000,うぉぉ！　お主が出してくれたのか！\nこれで思う存分　掃除ができる！
240000,ここから出る時を待っていた\nきみといっしょに行こう
241000,出してくれて　感謝する\nさあ　いっしょに鬼退治だ！
242000,ふぃ～！　やっと出れたわい！\nお礼に　ワイが鬼を食ってやろう！
242010,お前の命　うまそうやんけ！\nめっちゃ気に入ったでぇ！
243000,びっくりして　ひっくりかえっちまった！\nこんなオレだけど　連れて行ってくれよ！
244000,わ～い　お外に出られた～\nふわ～　おともだちになってもいい？
245000,当てられてゴメン！　いったんゴメン！\nあやまるから　ともだちになりましょうよ～
246000,モノマネしてたら出れなくなっちゃったー\nつぎは　キミのまねさせてー
247000,私は実は出してほしくなかったのだ\nなぁ～んて　ウッソ～！　
248000,なんで　こんな所に入ってたんでしたっけ？\nあなたが出してくれたんですっけ？
249000,あらぁ　あたしを連れ出してくれるの？\nふふふ…　これからは　おともだちね～
249500,出してくれたのね　うれしいわぁ\nず～っと一緒にいましょうねぇ…
250000,出してくれてありがと～\nおいしいおでんを　召し上がれ～
251000,出てきちゃって　すみませんでしたー！\nガッカリしたら　ホントすみません！
252000,やっと出れたよー　ありがとう\n未来までおともするよ～
253000,見つかっちゃったケーン！\nオレ　ともだちになっちゃうぞ！
253010,ナフーン！　よく見つけたな！\n風魔の力　お前に貸してやる！
254000,どっきーん！　急に外に出られてびっくり！\nでも　うれしいよ～　ありがと～
255000,う～ら～や～め～し～\nきみから　おかずのにおいがする～
256000,ガシャ玉の中　あつすぎ！\n出してくれてありがとー
257000,アンタを見て　ビビッときたぜ！\nこれからもよろしくな！
258000,迷ってたら　閉じ込められました…\n出してくれて　ありがとうございます～
259000,ワシを盗むつもりか！\n盗まれちゃってもいいけど！
260000,おいどんを出すとは　大物ばい！\nお前のこと気に入ったばい！
261000,脱線しちゃって出れなくなってた！\nきみのところに行けばいいんだな！
262000,目が回っちまったぁ！\nでも　出してくれてありがとよぉ
262010,キラメキ～！\n今日からいっしょに　キラメキ～！
263000,キミ　なかなか肉食系じゃん？\nそういうやつ好きだぜ！
264000,雷に当てられた気分だぜ！\n今日からオレたちは　ともだちだ！
265000,ガシャの中は　ガマンのしがいがあったぞ！\n今日からお前も　一緒にガマンするか？
266000,ゲコゲーコ！　大ガマ参上！\n出してくれてサンキューな！
266010,ガシャ玉の中　気に入ってたんだけど…\n仕方ない…　新しい家探すか…
267000,おいら無表情だけど　感謝してるよ～\nおともだちに　してくれるよね？
268000,きみのこと　一目見て気に入ったよ！\nこれからよろしくね～！
269000,ガシャの中にいたら　足がなまっちゃった！\nはやく一緒に走りましょ！
270000,これで思いっきり走れるぜ！\nありがとなーーー！
271000,私が外に出たら雨になる…\nそれでもいいなら　ともだちに…
272000,あなた　いい顔してますね！\nわたしが　もっといい顔にしてあげますね！
273000,わらわを　夢から覚ませるとは…\nよかろう　どこへなりとも連れていくがよい
274000,よう　河童ってのはオレのことだ\nともだちになってやってもいいぜ
274010,いや～！　せまっ苦しかったぜ！\nオレは水虎！　よろしくな！
274500,水…水をくれ…\n水をくれたら力を貸してやる…
275000,ぐーぐーぐー　…はっ\nおぬしが出してくれたのか？
276000,わたしを出してくれてありがとう！\n二人のキズナ　生まれたね！
277000,我が輩に何の用だ\nともだちなら大かんげいだぞ
277500,カラカラカラ…\nついて行こう…
278000,助けてくれて　ありがとうございます\nともだち？　ええ　かまいませんよ
280000,モモモ！　びっくりしたモ！\nこれからよろしくだモー！
280500,モモモォ…　今日の運勢は凶？\nこれも占いの結果だモー…
281000,わーい！　遊んでくれるんだね！\nじゃあ　ともだちになろう！
281500,きゃははは！　おいらと遊びたい？\nいいよ！　あーそびーましょ！　きゃは！
282000,晴れ晴れとした気持ちだよ！\nともだちもできて　ハッピーさ！
283000,スターのお出ましさ！\nきみも一緒に！　レッツダンシング！
284000,あなたが助けてくれたんですね？\nお礼にどこまでもおともしますね
285000,わたくし　大山砂夫と申します\nこれからもよろしくお願いいたします
286000,こりゃえらいやつが引き当てたもんじゃ！\nいつもより多めに回さんとのぉ！
287000,ハピハピ　ハッピー！　超ハッピー！\nきみのことずっと幸せにしてあげる！
288000,外に出ても　ノーマネー！！\nきみについていくことにするぜ！
289000,きみに会えることは予言していた！\nオレときみはともだちだ！
290000,キリリ！　麒麟を出すとは…\nキミ　やるね！！
290010,イッポーン！　イッポーン！\n一本とられたぞー！
291000,助けてくれるとは…　ありがてえ\nあっし　あんたに付いていきます！
292000,何？　もう朝？　やっべー寝てないわー\nでも　まだまだ寝れないわー
293000,今日から　お前とはともだちだぜ！\nさっそくだが　マンガ貸してくれい！
294000,外の世界は　草がいっぱいですね…！\nごいっしょに　道草しましょう…
295000,ガシャ玉の中でずっと待ってたし！\nさすがに　これ以上待てんし！
296000,出てくるのも　ひとまかせ～\nお主となら　楽できそうじゃのぅ～
297000,ようやく見つけてくれましたか\nこれからは　ずっといっしょですよ
298000,ワレを　目覚めさせたのはお前ダナ\n今後ともヨロシク…
299000,アンタ　助けるのがおそいわよ！\nもっと早く出しなさいよ！　まったく！
300000,狭いのも暗いのも　飽きたニャン！\nお前についていくニャン！
301000,フフ…　私を目覚めさせたからには\n安らかに眠れることは無いと覚悟しておけ
302000,どんどろろ～ん\n出してくれて感謝じゃ～
303000,ガシャ玉の中も悪くはないけど…\nひとまず　きみについて行こうかな…
303500,ガシャ玉の中　あきた…\nきみについて行く…
304000,もう閉じ込められたくナイよ！\nユーとともだち　嫌じゃナイよ！
305000,やっと出られたぞい！\nお主とワシの運のおかげじゃぞ！
306000,あたしのこと呼んだ？\nふふ　ともだちになっちゃおっか
307000,当てられたか～　ついていこうかな～\nやることあるしな～　どうしようかな～
308000,ボクを当ててくれたのは　きみ？\n遊んであげるから　なんかちょうだい！
309000,カッポーン！　ひさしぶりの外だわい！\nさっそく　露天風呂にでも行きたいのう！
310000,パラリラ！　パラリラ！\n外に出してくれて　アリガトよ！
311000,出してくれて感謝やでぇ\n毛の悩みは　ワシに言いや！
312000,フフフ　開けちゃったね\n今日から毎日　呪ってあげるね！
313000,大儀であった\n吾輩が助太刀いたそう
313010,あっら～　開けちゃったのね！\nがんじがらめにしてあげる！
314000,やっと出られたケマ～！\n早く　ケマモト村に帰るケマ！
315000,ガシャ玉で　ねちがえちゃったケロ…\n出してくれて感謝するケロ～
316000,みぞん的には～　きみと\nからんじゃっても　いい感じかも～
317000,あれ　ガシャ玉から音もれてた…？\n気が付かなかった～　ごめんね～
318000,おお　思い出したわい！\nお前　ワシをガシャで当てたのじゃな！
319000,おお！　釣り上げられてしまったか！\nよし！　今からワシとお主はともだちじゃ！
320000,うおー！　ムカムカでぇい！\nこのムカムカ　お前で発散するんでぇい！
321000,やだ…　急に開けちゃ恥ずかしいっ！\nでも　ついていっちゃおうかな！　キャ！
321500,あぁん…　見つかっちゃった…\nこれから　よろしくね…
322000,首が伸ばせなくてイライラしてたの\n出してくれてありがとー！
322500,首がこんがらがったわ…\nあなた　ほどいてくれる？
323000,助かったぞい！　お礼は何にしようかの～\nう～ん…　とりあえず保留で～
324000,グギャァアア！　出てきたぞゴラァアア！\nともだちになるぞ！　いいだろ！？
325000,思い出した！　メシがまだじゃった！\nいっしょに食べに行くぞ！
326000,当てられちゃったよねー！　うけるー！\nあたしたちズッ友だかんねー！　イエーイ！
327000,やっぱり外の世界は最高ね～\nビックビクしちゃうわ！
327010,うふふっ　産まれちゃった！\nこれから　よろしくね！
329000,ともだちになりたいのがバレまして？\nうふふ　これからよろしくリーナ
330000,出してもらえて　サイコ～！\nうんちく聞かせてあげるクマ！
331000,ぺろぺろぺろぺろ　やまタンじゃ\nおぬしのこと気に入ったのじゃ
335000,ぼくをつれていく気っチュか？\n厄介なことになるっチュよ～
336000,なんて不快な出会いなの！\nアンタ　気に入ったわ
337000,豪快に登場しただよ！\n豪快に仲間になるだぁー
338000,おぬしに助けられるとは…\n難解なこともあるものじゃ…
339000,オレなら自分で出れたがな\nまあいい　ついていくことにしよう…
340000,ぼくちゃんを　出すとはでかしたでチュ！\n家来にしてやるでチュ！
341000,アペリキャーン！　ミーをヘルプしてくれて\nサンキュー！　ホットドッグ食べるかい！？
342000,オレの名はダークニャン…　これより\nきみの友として　この力を貸そう！
343000,外の世界だニャ～うぃっす！\nずっと一緒だニャ～！　うぃっす！
344000,お呼びでしょうか　ご主人さま\nわたくしに何なりとおっしゃって下さい
345000,最新式の　この私を引き当てるとは…\nとんでもなく光栄なことだと自覚したまえ！
346000,あなた　いい目をしてるわね\nいいわ！　私が全力でサポートしてあげる！
347000,オレを目覚めさせるとは…\n後悔してもしらないぜ？
348000,ニャンげーやつが　きたニャン！\nともだちになるズラ！
349000,やっと　外に出られたニャン！\nこれからは　大空を目指すニャン
353000,はなほじ～ん\nひとつ　よろしくじ～ん
354000,オレを出してくれたのはお前らか\n助かったよ　感謝するぜ！
355000,ガシャ玉の中で体がなまっちまった\n今日から猛特訓しないとな！
360000,ワシを出したからには\n連れて行かなあっかーん！
361000,あおーん！　鬼時間はもう飽きたわ！\n外の世界に連れていけえ！
362000,こんなガシャマシンなどぶっ壊して\n早くバトルに連れて行くのじゃあ！
371000,ゴゴゴ…\nタスカッタッス…　ドウモッス…
372000,モンゲー　タスカッタズラ…ピピピ…
373000,アァ…　トウトウ\nオムカエガ　キタヨウジャ…
374000,カワイガッテ　ホシイ…\nカワイガッテ　ホシイ…！
375000,ピピピ…\nミツケラレタ　キュピーン！
376000,ダシテクレテ　アリガトウナノダ…
377000,出してくれてありがとですニャン\nどうぞ召し上がれニャン！
377010,ビタミンＣが足りないのニャン？\nいっぱい分けてあげるニャン！
377020,ようやく出られたぞな\n外の空気はうまいぞな
