area_code,monster_id_1,monster_weight_1,monster_id_2,monster_weight_2,monster_id_3,monster_weight_3,monster_id_4,monster_weight_4,monster_id_5,monster_weight_5,monster_id_6,monster_weight_6,monster_id_7,monster_weight_7,monster_id_8,monster_weight_8,monster_id_9,monster_weight_9,monster_id_10,monster_weight_10
016675,169000,2286,503000,2286,401000,1714,188000,1714,179010,1143,529000,571,706000,286,0,0,0,0,0,0
016683,174010,2500,291000,2500,137010,1875,640000,1250,620000,1250,529000,625,0,0,0,0,0,0,0,0
016918,174010,2222,503000,2222,137010,1667,341000,1111,164010,1111,580000,1111,529000,556,0,0,0,0,0,0
016926,169000,2222,503000,2222,401000,1667,179010,1111,305000,1111,510000,1111,529000,556,0,0,0,0,0,0
016934,174010,2353,291000,2353,159010,1765,137010,1765,125010,1176,285000,588,0,0,0,0,0,0,0,0
016942,169000,2353,632000,2353,159000,1765,152000,1765,179010,1176,597020,588,0,0,0,0,0,0,0,0
016951,169000,1481,632000,1481,159000,1111,152000,1111,640000,741,285000,370,0,0,473000,3704,0,0,0,0
016969,169000,1481,632000,1481,159000,1111,152000,1111,640000,741,285000,370,0,0,5000970,3704,0,0,0,0
016977,169000,1481,632000,1481,159000,1111,152000,1111,640000,741,285000,370,0,0,235500,3704,0,0,0,0
016985,169000,2353,632000,2353,159000,1765,152000,1765,640000,1176,285000,588,0,0,0,0,0,0,0,0
016993,169000,2353,632000,2353,159000,1765,152000,1765,640000,1176,285000,588,0,0,0,0,0,0,0,0
017001,169000,2353,632000,2353,159000,1765,152000,1765,640000,1176,285000,588,0,0,0,0,0,0,0,0
022012,174010,2105,187000,2105,159010,1579,403000,1579,341000,1053,735000,1053,453000,526,0,0,0,0,0,0
022021,277000,2105,592000,2105,159000,1579,616000,1579,341000,1053,147010,1053,453000,526,0,0,0,0,0,0
022039,174010,2105,615000,2105,152000,1579,524000,1579,341000,1053,147010,1053,453000,526,0,0,0,0,0,0
022047,594000,2353,615000,2353,159000,1765,403000,1765,188010,1176,453000,588,0,0,0,0,0,0,0,0
022055,187000,2105,254000,2105,577000,1579,403000,1579,602000,1053,511000,1053,453000,526,0,0,0,0,0,0
022063,187000,2353,573000,2353,159000,1765,577000,1765,730000,1176,529000,588,0,0,0,0,0,0,0,0
022071,174010,2105,503000,2105,159000,1579,272000,1579,638000,1053,341000,1053,453000,526,0,0,0,0,0,0
022080,174010,2105,615000,2105,152000,1579,403000,1579,341000,1053,511000,1053,453000,526,0,0,0,0,0,0
022098,174010,2105,199000,2105,159010,1579,577000,1579,341000,1053,125010,1053,453000,526,0,0,0,0,0,0
022101,594000,2105,189000,2105,635000,1579,403000,1579,602000,1053,511000,1053,453000,526,0,0,0,0,0,0
023019,174010,2105,503000,2105,159000,1579,561000,1579,164010,1053,640000,1053,453000,526,0,0,0,0,0,0
023035,174010,2105,199000,2105,159000,1579,560000,1579,151010,1053,188010,1053,453000,526,0,0,0,0,0,0
023043,174010,2105,503000,2105,159000,1579,121000,1579,601000,1053,730000,1053,453000,526,0,0,0,0,0,0
023078,197000,2353,199000,2353,159000,1765,635000,1765,151010,1176,597020,588,0,0,0,0,0,0,0,0
023213,174010,2105,254000,2105,635000,1579,159010,1579,164010,1053,509000,1053,453000,526,0,0,0,0,0,0
023230,174010,2105,199000,2105,159000,1579,561000,1579,151010,1053,640000,1053,453000,526,0,0,0,0,0,0
023434,629000,2105,254000,2105,152000,1579,540000,1579,151010,1053,341000,1053,453000,526,0,0,0,0,0,0
023612,594000,2353,189000,2353,635000,1765,159010,1765,175000,1176,529000,588,0,0,0,0,0,0,0,0
023621,169000,2353,632000,2353,152000,1765,506000,1765,131000,1176,453000,588,0,0,0,0,0,0,0,0
023671,594000,2353,503000,2353,159000,1765,121000,1765,730000,1176,453000,588,0,0,0,0,0,0,0,0
023817,169000,2353,503000,2353,159000,1765,159010,1765,164010,1176,529000,588,0,0,0,0,0,0,0,0
023841,594000,2353,101000,2353,152000,1765,159010,1765,131000,1176,453000,588,0,0,0,0,0,0,0,0
023876,174000,2353,519000,2353,152000,1765,577000,1765,640000,1176,453000,588,0,0,0,0,0,0,0,0
024015,174000,2353,101000,2353,152000,1765,174020,1765,510000,1176,453000,588,0,0,0,0,0,0,0,0
024023,594000,2105,632000,2105,152000,1579,203000,1579,179010,1053,131000,1053,453000,526,0,0,0,0,0,0
024058,594000,2353,189000,2353,159000,1765,186010,1765,131000,1176,452000,588,0,0,0,0,0,0,0,0
024066,174010,2105,503000,2105,159000,1579,540000,1579,640000,1053,509000,1053,453000,526,0,0,0,0,0,0
024082,118000,2353,519000,2353,152000,1765,540000,1765,730000,1176,529000,588,0,0,0,0,0,0,0,0
024112,174000,2105,519000,2105,152000,1579,561000,1579,341000,1053,194000,1053,453000,526,0,0,0,0,0,0
024121,174000,2353,101000,2353,152000,1765,584000,1765,341000,1176,453000,588,0,0,0,0,0,0,0,0
024236,174010,2105,632000,2105,152000,1579,635000,1579,510000,1053,525000,1053,453000,526,0,0,0,0,0,0
024244,174000,2105,101000,2105,152000,1579,584000,1579,179010,1053,511000,1053,453000,526,0,0,0,0,0,0
024252,174000,2105,519000,2105,635000,1579,174020,1579,151010,1053,510000,1053,453000,526,0,0,0,0,0,0
024261,592000,2105,101000,2105,152000,1579,584000,1579,151010,1053,131000,1053,453000,526,0,0,0,0,0,0
024414,594000,2105,503000,2105,159000,1579,188000,1579,638000,1053,510000,1053,453000,526,0,0,0,0,0,0
024422,169000,2353,254000,2353,635000,1765,188000,1765,175000,1176,529000,588,0,0,0,0,0,0,0,0
024431,629000,2105,101000,2105,635000,1579,172010,1579,601000,1053,131000,1053,453000,526,0,0,0,0,0,0
024457,594000,2353,101000,2353,152000,1765,635000,1765,179010,1176,453000,588,0,0,0,0,0,0,0,0
024465,174000,2353,254000,2353,152000,1765,174020,1765,179010,1176,453000,588,0,0,0,0,0,0,0,0
024503,594000,2353,101000,2353,152000,1765,172010,1765,510000,1176,453000,588,0,0,0,0,0,0,0,0
032018,315000,2105,101000,2105,152000,1579,501000,1579,568000,1053,147010,1053,145000,526,0,0,0,0,0,0
032026,174010,2105,187000,2105,159000,1579,174020,1579,151010,1053,640000,1053,145000,526,0,0,0,0,0,0
032034,174010,2353,557000,2353,188000,1765,561000,1765,568000,1176,597020,588,0,0,0,0,0,0,0,0
032051,573000,2353,187000,2353,152000,1765,616000,1765,219000,1176,529000,588,0,0,0,0,0,0,0,0
032069,557000,2105,120010,2105,159000,1579,577000,1579,508000,1053,164010,1053,145000,526,0,0,0,0,0,0
032077,169000,2105,615000,2105,560000,1579,172010,1579,194000,1053,151010,1053,145000,526,0,0,0,0,0,0
032085,315000,2500,101000,2500,152000,1875,164010,1250,175000,1250,529000,625,0,0,0,0,0,0,0,0
032093,135000,2105,632000,2105,188000,1579,577000,1579,568000,1053,619000,1053,145000,526,0,0,0,0,0,0
032107,174010,2352,189000,2352,188000,1764,174020,1764,131000,1176,145000,588,780000,6,0,0,0,0,0,0
032115,174010,2105,189000,2105,635000,1579,174020,1579,151010,1053,164010,1053,145000,526,0,0,0,0,0,0
032131,315000,2353,101000,2353,501000,1765,188000,1765,247000,1176,529000,588,0,0,0,0,0,0,0,0
032140,315000,2105,632000,2105,152000,1579,203000,1579,341000,1053,144000,1053,145000,526,0,0,0,0,0,0
032158,169000,2105,187000,2105,159000,1579,577000,1579,638000,1053,730000,1053,145000,526,0,0,0,0,0,0
032166,629000,2105,503000,2105,152000,1579,188000,1579,144000,1053,341000,1053,145000,526,0,0,0,0,0,0
033014,315000,2222,615000,2222,635000,1667,164010,1111,175000,1111,144000,1111,145000,556,0,0,0,0,0,0
033022,169000,2353,120010,2353,172010,1765,506000,1765,131000,1176,145000,588,0,0,0,0,0,0,0,0
