id,name,description,power,count
146000,無双パワー,無双パワーで　ちからがアップ,0,0
146010,神の力,戦いの神の力で　まもりがアップ,0,0
147000,金の力,金の力で　まもりがアップ,0,0
147010,銅の力,銅の力で　まもりがアップ,0,0
147020,銀の力,銀の力で　まもりがアップ,0,0
147030,プラチナの力,プラチナの力で　全ステータスが小アップ,0,0
148000,大地のいやし,大地のいやしで　ＨＰが少しずつ回復,0,0
148010,海の力,海の力で　全ステータスが小アップ,0,0
149000,セミ流忍術,セミ流忍術で　すばやさがアップ,0,0
150000,セミ流忍術,セミ流忍術で　すばやさがアップ,0,0
150010,セミ流忍術・亜流,セミ流忍術・亜流で　すばやさが大アップ,0,0
151000,落ち込ませる,落ちこんで　なかなか行動しなくなる,0,0
151010,ぶかっこうにする,ぶかっこうになって　まもりが大ダウン,0,0
151020,絶望させる,絶望して　なかなか行動しなくなる,0,0
152000,しびれるお札,しびれるお札で　たまに行動しなくなる,0,0
152900,しびれるお札Ｓ,Ｓ級にしびれるお札で　たまに行動しなくなる,0,0
153000,針を刺す,針が刺さって　ＨＰが少しずつ減っていく,0,0
154000,グレさせる,グレて　味方をたまにこうげきする,0,0
155000,鋼鉄パワー,鋼鉄パワーで　まもりがアップ,0,0
155010,黄金パワー,黄金パワーで　まもりが大アップ,0,0
156000,ダイヤパワー,ダイヤのかがやきで　全ステータスがアップ,0,0
156010,サファイアパワー,サファイアのかがやきで　全ステータスがアップ,0,0
156020,エメラルパワー,エメラルドのかがやきで　全ステータスがアップ,0,0
156030,ルビーパワー,ルビーのかがやきで　全ステータスがアップ,0,0
156040,トパーズパワー,トパーズのかがやきで　全ステータスがアップ,0,0
157000,昼寝させる,昼寝がしたくなり　たまに行動しなくなる,0,0
157600,えせガッパのとりつく,昼寝がしたくなり　たまに行動しなくなる,0,0
158000,げきりゅうパワー,げきりゅうパワーで　ようりょくがアップ,0,0
158010,なみのりパワー,なみのりパワーで　すばやさがアップ,0,0
159000,やけどさせる,やけどして　ＨＰが少しずつ減っていく,0,0
159010,とらとらパワー,とらとらパワーで　すばやさがアップ,0,0
159400,ノリノリにする,アゲアゲなビートで　全ステータスが小アップ,0,0
159900,やけどさせるＳ,やけどして　ＨＰがだんだん減っていく,0,0
159910,とらとらパワーＳ,Ｓ級のとらとらパワーで　すばやさが大アップ,0,0
160000,やけどさせる,やけどして　ＨＰが少しずつ減っていく,0,0
160020,とらとらパワー,とらとらパワーで　すばやさがアップ,0,0
161000,おおらかにする,おおらかな心で　全ステータスがアップ,0,0
161010,しどろもどろにする,しどろもどろになって　全ステータスがダウン,0,0
162000,寒がらせる,ぶるぶるふるえて　ちからがダウン,0,0
163000,こごえさせる,体がこごえて　すばやさがダウン,0,0
163010,心を燃やす,燃える心で　ちからがアップ,0,0
164000,もじもじさせる,おしっこがもれそうで　たまに行動しなくなる,0,0
164010,プルプルさせる,おしっこがもれそうで　たまに行動しなくなる,0,0
165000,入道の加護,入道の加護で　ＨＰが少しずつ回復,0,0
165010,大明神の加護,大明神の加護で　ＨＰが少しずつ回復,0,0
166000,天狗の追い風,追い風が吹いて　すばやさがアップ,0,0
166010,やけどさせる,やけどして　ＨＰが少しずつ減っていく,0,0
167000,おなかをすかせる,おなかがすいて　ちからがダウン,0,0
167010,お米のやさしさ,お米のやさしさで　ＨＰがだんだん回復,0,0
168000,おなかをすかせる,おなかがすいて　ちからがダウン,0,0
169000,混乱させる,混乱して　味方をたまにこうげきする,0,0
170000,混乱させる,混乱して　味方をたまにこうげきする,0,0
170010,三途の呪い,三途の呪いで　ようりょくがダウン,0,0
171000,楽しくさせる,楽しくなって　ちからがアップ,0,0
171010,歌の力,歌の力で　ようりょくがアップ,0,0
171020,大蛇の力,大蛇の力で　すばやさがアップ,0,0
172000,絶好調にする,絶好調になって　全ステータスがアップ,0,0
172010,絶交させる,絶交して　味方をたまにこうげきする,0,0
173000,最高潮にする,最高潮になって　全ステータスがアップ,0,0
173010,極楽気分にする,極楽気分で　ＨＰがだんだん回復,0,0
174000,ワカメの健康パワー,ワカメの健康パワーで　ちからが大アップ,0,0
174010,コンブの活力エキス,コンブ活力エキスで　まもりが大アップ,0,0
174020,メカブのねばねば効果,メカブのねばねば効果で　すばやさが大アップ,0,0
175000,キュンキュンさせる,心がキュンキュンして　ＨＰがだんだん回復,0,0
176000,キュンキュンさせる,心がキュンキュンして　ＨＰがだんだん回復,0,0
176010,腹黒くする,腹黒くなって　味方をたまにこうげきする,0,0
177000,ほのぼのさせる,ほのぼのして　ＨＰが少しずつ回復,0,0
178000,不安定にする,気持ちが不安定になって　味方をたまにこうげきする,0,0
178010,不安定にする,気持ちが不安定になって　味方をたまにこうげきする,0,0
179000,気前をよくする,プレゼントを配りはじめて　たまに行動しなくなる,0,0
179010,気前をよくする,プレゼントを配りはじめて　たまに行動しなくなる,0,0
180000,オカンのぬくもり,オカンのぬくもりで　ＨＰが少しずつ回復,0,0
180010,オバアのやさしさ,オバアのやさしさで　まもりがアップ,0,0
181000,オトンのせいえん,オトンのせいえんで　ちからがアップ,0,0
181010,オジイの喝,オジイの喝で　ちからがアップ,0,0
182000,肩をこらせる,肩がいたくて　ＨＰがだんだん減っていく,0,0
183000,肩をこらせる,肩がいたくて　ＨＰがだんだん減っていく,0,0
183010,ぎっくり腰にする,ぎっくり腰になって　なかなか行動しなくなる,0,0
184000,ネガティブにする,ネガティブになって　すばやさが大ダウン,0,0
185000,ネガティブにする,ネガティブになって　すばやさが大ダウン,0,0
185010,かゆくさせる,はだを　かきむしって　ＨＰがだんだん減っていく,0,0
186000,敵をみちびく,巧妙にみちびかれて　味方をすぐにこうげきする,0,0
186010,えこひいきさせる,えこひいきして　ちからが大ダウン,0,0
187000,横取り,人の物が欲しくて　味方をすぐにこうげきする,0,0
187010,腹おどりさせる,腹おどりして　まもりが超ダウン,0,0
188000,口先だけにする,口だけで　なかなか行動しなくなる,0,0
188010,グチっぽくさせる,文句ばかりで　なかなか行動しなくなる,0,0
189000,ツッパリ精神,ツッパリ精神が裏目で　まもりがダウン,0,0
190000,ツッパリ精神,ツッパリ精神が裏目で　まもりがダウン,0,0
190020,頭に血をのぼらせる,頭に血がのぼって　味方をたまにこうげきする,0,0
191000,魔ガサスの呪い,魔がさして　味方をすぐにこうげきする,0,0
191010,ウ魔の呪い,ウ魔の呪いで　全ステータスがダウン,0,0
192000,しわくちゃにする,おはだがしわくちゃになって　まもりが大ダウン,0,0
193000,若さを吸いとる,若さを吸いとられ　全ステータスがダウン,0,0
193010,不死身の力,不死身の力で　ＨＰが少しずつ回復,0,0
194000,くさすぎるおなら,くさいおならに混乱し　味方をすぐにこうげきする,0,0
194010,くさすぎるおなら,くさいおならに混乱し　味方ばかりこうげきしそう,0,0
195000,すべらせる,すべって心が傷つき　ＨＰがだんだん減っていく,0,0
195010,すべらせる,すべって心が傷つき　ＨＰがだんだん減っていく,0,0
196000,ねむれなくする,ねむれなくなって　全ステータスがダウン,0,0
196010,ねむらせる,深いねむりについて　なかなか行動しなくなる,0,0
197000,存在感をうすくする,地味になって　まもりがダウン,0,0
198000,存在感をうすくする,影がうすくなって　まもりがダウン,0,0
198010,存在感をうすくする,存在感皆無になって　まもりがダウン,0,0
199000,はだをふやけさせる,お肌がふやけて　まもりが大ダウン,0,0
199010,かじかませる,体がかじかんで　ちからが大ダウン,0,0
199020,鼻血を出す,鼻血が気になり　すばやさが大ダウン,0,0
200000,はだをふやけさせる,お肌がふやけて　まもりが大ダウン,0,0
200010,カチコチにする,体がカチコチになって　ちからが大ダウン,0,0
201000,ドンヨリさせる,ドンヨリして　ちからが大ダウン,0,0
202000,うらやましがらせる,うらやましがって　味方をすぐにこうげきする,0,0
202010,食い意地をはらせる,お腹をこわして　ＨＰがだんだん減っていく,0,0
203000,心をふさがせる,心をふさいで　なかなか行動しなくなる,0,0
204000,心をふさがせる,心をふさいで　なかなか行動しなくなる,0,0
204010,心をふさがせる,心をふさいで　なかなか行動しなくなる,0,0
205000,びんぼうにする,食べ物を買えず、ＨＰがだんだん減っていく,0,0
205010,楽天的にする,楽天的になって　ＨＰが少しずつ回復,0,0
206000,根暗にする,根暗になって　すばやさが大ダウン,0,0
206010,黄泉の呪い,黄泉の呪いで　ようりょくが大ダウン,0,0
207000,疑い深くする,疑い深くなって　味方をすぐにこうげきする,0,0
207010,ガキにする,だだをこねて　味方をすぐにこうげきする,0,0
207020,ひねくれさせる,ひねくれて　味方をたまにこうげきする,0,0
208000,びびらせる,びびって　なかなか行動しなくなる,0,0
209000,びびらせる,びびって　なかなか行動しなくなる,0,0
209010,虫歯にする,虫歯が痛くて　ＨＰがだんだん減っていく,0,0
210000,ドケチにする,ドケチになって　味方ばかりこうげきする,0,0
210010,闇の力,闇の力で　ＨＰがどんどん減っていく,0,0
211000,幸運にする,幸運パワーで　全ステータスが小アップ,0,0
211010,パンダの可愛さ,パンダの可愛さにいやされ　ＨＰが少しずつ回復,0,0
212000,幸運にする,幸運パワーで　全ステータスがアップ,0,0
213000,龍のちから,龍の力で　ちからがアップ,0,0
214000,龍のちから,龍の力で　ちからがアップ,0,0
214010,青龍のちから,青龍の力で　ようりょくがアップ,0,0
215000,キライにさせる,味方を憎んで　味方をたまにこうげきする,0,0
216000,憎しみを持たせる,味方を憎んで　味方をたまにこうげきする,0,0
216010,逆上させる,逆上して　味方をたまにこうげきする,0,0
217000,道草をくわせる,道草をくって　たまに行動しなくなる,0,0
217010,素人にする,戦いの素人になって　ちからがダウン,0,0
218000,むだづかいする,むだづかいして身軽になり　すばやさがアップ,0,0
218010,気前がよくなる,気前がよくなって身軽になり　すばやさがアップ,0,0
219000,話が長くなる,話が長くなって　すばやさが大ダウン,0,0
219010,バナナの力,バナナのパワーで　すばやさがアップ,0,0
220000,仕切る,仕切られて　たまに行動しなくなる,0,0
220010,まむしの毒,まむしの毒でしびれて　すばやさがダウン,0,0
220020,すねさせる,すねてしまって　味方をたまにこうげきする,0,0
221000,オロチの加護,オロチの加護で　すばやさがアップ,0,0
221010,影の存在にする,影の存在になり　すばやさがアップ,0,0
221020,聖なる光,聖なる光で　ＨＰがだんだん回復,0,0
222000,武士の心,武士の心で　ちからがアップ,0,0
223000,しゅらの力,しゅらの力で　ようりょくがアップ,0,0
224000,いやしのふんいき,いやしのふんいきで　ＨＰがだんだん回復,0,0
225000,奇跡の桜,桜満開　すばやさがアップ,0,0
226000,鬼の力,鬼の力で　まもりがアップ,0,0
231000,獅子の力,獅子の力で　ちからがアップ,0,0
232000,おかたづけする,せいけつパワーで　ＨＰが少しずつ回復,0,0
233000,おこにする,怒り狂って　味方をたまにこうげきする,0,0
234000,おにぎりの力,お米の力で　ちからがアップ,0,0
235000,なめまわす,なめられて気分が悪くなり　たまに行動しなくなる,0,0
235500,なめまわす,なめられて気分が悪くなり　たまに行動しなくなる,0,0
236000,友情パワー,友情パワーで　ちからがアップ,0,0
236900,友情パワーＳ,Ｓ級の友情パワーで　ちからがアップ,0,0
237000,田の恨み,田んぼの恨みで　ＨＰが少しずつ減っていく,0,0
237500,田の恨み,田んぼの恨みで　ＨＰが少しずつ減っていく,0,0
238000,エクササイズする,ビートキャンプで　全ステータスがアップ,0,0
239000,洗浄する,せいけつパワーで　ＨＰが少しずつ回復,0,0
240000,獅子の力,獅子の力で　ちからがアップ,0,0
241000,お米の力,お米の力で　ちからがアップ,0,0
242000,鬼の栄養,鬼の栄養で　ちからがアップ,0,0
242010,いのちをとる,命を奪い取られて　ＨＰが少しずつ減っていく,0,0
243000,追い風を吹かす,追い風を受けて　すばやさがアップ,0,0
244000,ふしぎなけむり,ふしぎなけむりで　ようりょくがアップ,0,0
245000,ナメた態度にする,ナメた態度になって　たまに行動しなくなる,0,0
246000,真似をさせる,敵の真似をして　味方をたまにこうげきする,0,0
247000,うそつきにする,上手くウソをついて　たまに行動しなくなる,0,0
248000,記憶をしまう,記憶をなくして　味方をすぐにこうげきする,0,0
249000,ふしぎなけむり,ふしぎなけむりで　ようりょくがアップ,0,0
249500,いやなけむり,いやな　けむりで　ＨＰが少しずつ減っていく,0,0
250000,おでんのぬくもり,おでんのぬくもりで　ＨＰが少しずつ回復,0,0
251000,ナメた態度にする,ナメた態度になって　たまに行動しなくなる,0,0
252000,鏡の力,鏡の力で　ようりょくがアップ,0,0
253000,しびれさせる,体がしびれて　たまに行動しなくなる,0,0
253010,しびれさせる,体がしびれて　たまに行動しなくなる,0,0
254000,割れやすくする,割れやすくなって　まもりがダウン,0,0
255000,うらやましがらせる,味方をうらやんで　味方をたまにこうげきする,0,0
256000,汗をかかせる,異常に汗をかいて　ＨＰが少しずつ減っていく,0,0
257000,稲妻のスピード,稲妻のごとく　すばやさがアップ,0,0
258000,道に迷わせる,道に迷って　たまに行動しなくなる,0,0
259000,泥棒する,泥棒されまくり　まもりがダウン,0,0
260000,極太海老天の力,極太海老天の力で　まもりがアップ,0,0
261000,脱線させる,脱線して　味方をたまにこうげきする,0,0
262000,見つめる,かなしばりにあい　たまに行動しなくなる,0,0
262010,見つめる,かなしばりにあい　たまに行動しなくなる,0,0
263000,肉食系にする,イケイケの肉食になって　ちからがアップ,0,0
264000,稲妻のスピード,稲妻のごとく　すばやさがアップ,0,0
265000,がまん強くする,がまん強くなり　まもりがアップ,0,0
266000,大物にする,大物感がただよい　まもりがアップ,0,0
266010,出不精にする,動くのがいやになり　たまに行動しなくなる,0,0
267000,のっぺりさせる,のっぺりしすぎて　まもりがダウン,0,0
268000,目力アップさせる,目力アップで　ちからがアップ,0,0
269000,美脚にする,美脚効果で　すばやさがアップ,0,0
270000,爆速にする,ばくそくパワーで　すばやさが超アップ,0,0
271000,じめじめさせる,じめじめしすぎて　まもりがダウン,0,0
272000,変な顔にする,表情が決まらなくなり　全ステータスが小ダウン,0,0
273000,ねむらせる,深い眠りにいざなわれ　なかなか行動しなくなる,0,0
274000,本物の力,本物の力で　すばやさがアップ,0,0
274010,本物の力,本物の力で　すばやさがアップ,0,0
274500,邪気を伝える,邪気にあてられ　ようりょくがダウン,0,0
275000,ホースの力,ホースの力で　全ステータスが小アップ,0,0
276000,傷をなめる,傷をなめられ　ＨＰが少しずつ回復,0,0
277000,傘のまもり,傘のまもりで　まもりがアップ,0,0
277500,ボロボロにする,ボロボロになって　まもりがダウン,0,0
278000,素直にする,素直になって　全ステータスが小アップ,0,0
279000,太鼓の達人パワー,太鼓の達人パワーで　ちからが超アップ,0,0
280000,牛の力,牛の突進力で　ちからがアップ,0,0
280500,不幸な呪い,不幸な呪いで　ちからがダウン,0,0
281000,幸せな気分にする,幸せな気分になり　ＨＰがどんどん回復,0,0
281500,嫌な気分にする,嫌な気分になり　ＨＰが少しずつ減っていく,0,0
282000,晴れ晴れさせる,晴れ晴れとして　ちからが大アップ,0,0
283000,サンバのリズム,海藻サンバで　全ステータスがアップ,0,0
284000,傷をなめる,傷をなめられ　ＨＰが少しずつ回復,0,0
285000,素直にする,素直になって　全ステータスが小アップ,0,0
286000,から傘で守る,から傘に守られ　まもりがアップ,0,0
287000,幸せな気分にする,幸福感につつまれ　ＨＰがどんどん回復,0,0
288000,ヒーロー気取りにする,ヒーロー気取りで　なかなか行動しなくなる,0,0
289000,牛の力,牛の突進力で　ちからがアップ,0,0
290000,聖獣のオーラ,聖獣のオーラで　ＨＰが少しずつ回復,0,0
290010,角の力,聖なる角の加護で　ＨＰが少しずつ回復,0,0
291000,草履のフィット感,草履のフィット感で　すばやさがアップ,0,0
292000,夜更かしさせる,夜更かししすぎて　まもりが大ダウン,0,0
293000,借りパクさせる,借りパクしようとして　味方をすぐにこうげきする,0,0
294000,草食系にする,なよなよして　ちからが大ダウン,0,0
295000,せっかちにする,せっかちになって　味方をすぐにこうげきする,0,0
296000,人任せにさせる,人任せになって　たまに行動しなくなる,0,0
297000,ナゾの怪電波,ナゾの怪電波で　ようりょくが超ダウン,0,0
298000,やけどさせる,ノヅチの炎で　ＨＰが少しずつ減っていく,0,0
299000,理不尽にする,退屈まぎれに　味方をすぐにこうげきする,0,0
300000,チューチューする,チューチューされてＨＰがだんだん減っていく,0,0
301000,徹夜させる,徹夜続きで　まもりが大ダウン,0,0
302000,どんどろの呪い,どんどろの呪いで　全ステータスが大ダウン,0,0
303000,モフモフさせる,モフモフしすぎて　すばやさが大ダウン,0,0
303500,モフモフさせる,モフモフしすぎて　すばやさが大ダウン,0,0
304000,否定させる,何も認めなくなって　なかなか行動しなくなる,0,0
305000,自画自賛する,自分に自信が出て　全ステータスが小アップ,0,0
306000,花子（小３）の呪い,花子（小３）の呪いで　ようりょくが大ダウン,0,0
307000,のらりくらりさせる,のらりくらりとして　なかなか行動しなくなる,0,0
308000,縄でしばる,縄でしばられ　たまに行動しなくなる,0,0
309000,のぼせさせる,のぼせてしまい　全ステータスがダウン,0,0
310000,爆音をひびかせる,爆音にやられて　ＨＰがだんだん減っていく,0,0
311000,ふさふさにする,ふっさふさになって　すばやさが大ダウン,0,0
312000,花子（高２）の呪い,花子（高２）の呪いで　ようりょくが大ダウン,0,0
313000,くもの糸にからめる,くもの糸にからめとられ　すばやさが大ダウン,0,0
313010,くもの糸にからめる,くもの糸にからめとられ　すばやさが大ダウン,0,0
314000,田舎の力,ケマモトの田舎パワーで　全ステータスが小アップ,0,0
315000,ねちがえさせる,首を寝違えて　ＨＰが少しずつ減っていく,0,0
316000,足をからませる,足がからまって　たまに行動しなくなる,0,0
317000,騒音をひびかせる,騒音にやられて　ＨＰがだんだん減っていく,0,0
318000,思い出させる,いいことを思い出し　すばやさが大アップ,0,0
319000,ヌシの力,ヌシの力で　まもりがアップ,0,0
320000,ムカムカさせる,ムカムカして　味方をたまにこうげきする,0,0
321000,ピチピチにする,ピチピチになって　ＨＰが少しずつ回復,0,0
321500,くさらせる,体がくさって　ＨＰが少しずつ減っていく,0,0
322000,首でしばる,首に巻かれて　たまに行動しなくなる,0,0
322500,首でしばる,首に巻かれて　たまに行動しなくなる,0,0
323000,保留にさせる,やることを保留にして　たまに行動しなくなる,0,0
324000,激怒させる,激怒して　味方をたまにこうげきする,0,0
325000,思い出させる,いいことを思い出し　すばやさが大アップ,0,0
326000,こんがらがらせる,全てがこんがらがって　たまに行動しなくなる,0,0
327000,ピチピチにする,ピチピチになって　ＨＰが少しずつ回復,0,0
327010,神の力,神の力で　全ステータスが小アップ,0,0
329000,華麗に舞わせる,バレエの華麗な舞で　すばやさがアップ,0,0
330000,うんちくを言わせる,うんちくばかり言って　なかなか行動しなくなる,0,0
331000,８倍の力,８倍にはならないけど　全ステータスが小アップ,0,0
332000,怪しい力,怪しい力で　すばやさがダウン,0,0
333000,怪しい力,怪しい力で　すばやさがダウン,0,0
334000,怪しい力,怪しい力で　まもりがダウン,0,0
335000,厄介な力,厄介な呪いで　なかなか行動しなくなる,0,0
336000,不快な力,不快な呪いで　ちからが大ダウン,0,0
337000,豪快な力,豪快な呪いで　すばやさが大ダウン,0,0
338000,難解な力,難解な呪いで　ＨＰがどんどん減っていく,0,0
339000,破壊的な力,破壊的な呪いで　全ステータスがダウン,0,0
340000,自己中にさせる,自己中になって　味方をすぐにこうげきする,0,0
341000,超大国の力,超大国の力で　全ステータスが小アップ,0,0
342000,闇の呪い,闇の呪いで　全ステータスがダウン,0,0
343000,奇跡の合体パワー,合体パワーで　全ステータスがアップ,0,0
344000,お世話する,快適なお世話で　ＨＰが少しずつ回復,0,0
345000,最新式の力,最新式の力で　まもりがアップ,0,0
346000,女子力,女子力で　ＨＰが少しずつ回復,0,0
347000,虎の力,虎の力で　ちからがアップ,0,0
348000,奇跡の合体パワー,合体パワーで　全ステータスがアップ,0,0
349000,ジェットの推進力,ジェットの推進力で　すばやさが大アップ,0,0
350000,冒険心,冒険心がわきあがり　ちからがアップ,0,0
353000,鼻をほじらせる,鼻をほじって　なかなか行動しなくなる。,0,0
354000,ガッツ,ガッツがでて　ちからがアップ,0,0
371000,鋼鉄パワー,鋼鉄パワーで　まもりがアップ,0,0
372000,鋼鉄パワー,鋼鉄パワーで　まもりがアップ,0,0
373000,鋼鉄パワー,鋼鉄パワーで　まもりがアップ,0,0
374000,鋼鉄パワー,鋼鉄パワーで　まもりがアップ,0,0
375000,鋼鉄パワー,鋼鉄パワーで　まもりがアップ,0,0
376000,鋼鉄パワー,鋼鉄パワーで　まもりがアップ,0,0
377000,メロン果汁,高級果汁で　ＨＰが少しずつ回復,0,0
377010,ミカン果汁,ビタミンＣ効果で　ちからがアップ,0,0
377020,キウイのうぶ毛,キウイのうぶ毛で　まもりがアップ,0,0
377030,ブドウ果汁,ブドウの香りで　ようりょくがアップ,0,0
377040,イチゴ果汁,イチゴの甘酸っぱさで　すばやさがアップ,0,0
377050,スイカ果汁,スイカの水分で　ちからがアップ,0,0
401000,ギスギスさせる,ギスギスして　味方をたまにこうげきする,0,0
402000,ギスギスさせる,ギスギスして　味方をたまにこうげきする,0,0
403000,ねむらせる,眠りこけて　たまに行動しなくなる,0,0
404000,祭りの力,祭りパワーで　ちからがアップ,0,0
405000,江戸っ子の力,江戸っ子パワーで　すばやさがアップ,0,0
406000,江戸っ子の力,江戸っ子パワーで　すばやさがアップ,0,0
407000,うなぎのスタミナ,うなぎのスタミナで　全ステータスがアップ,0,0
408000,うなぎのスタミナ,うなぎのスタミナで　全ステータスがアップ,0,0
409000,たこ焼きの力,たこ焼きパワーで　ＨＰが少しずつ回復,0,0
410000,たこ焼きの力,たこ焼きパワーで　ＨＰがだんだん回復,0,0
411000,感謝であふれさせる,感謝があふれ　まもりがアップ,0,0
412000,きょひさせる,全てを否定し　たまに行動しなくなる,0,0
413000,うどんのコシ,うどんのコシで　まもりがアップ,0,0
414000,うどんのコシ,うどんのコシで　まもりがアップ,0,0
415000,興味をなくさせる,無関心にさせて　全ステータスが小ダウン,0,0
416000,興味しんしんにする,何にでも興味が出て　ちからがアップ,0,0
417000,ウキウキさせる,さとうきびの甘みで　ＨＰがだんだん回復,0,0
418000,ときめかせる,さとうきびの甘みで　ＨＰがだんだん回復,0,0
451000,きびだんごの力,きびだんごをもらって　ちからがアップ,0,0
452000,犬っぽくする,犬っぽくなり　まもりがアップ,0,0
453000,猿っぽくする,猿っぽくなり　すばやさがアップ,0,0
454000,キジっぽくする,キジっぽくなり　ＨＰが少しずつ回復,0,0
455000,最新テクノロジー,バスターズの最新技術で　全ステータスが小アップ,0,0
456000,最新テクノロジー,バスターズの最新技術で　全ステータスが小アップ,0,0
457000,騎士の守護,騎士の守護で　まもりアップ,0,0
458000,魔法の力,魔法の力で　ようりょくがアップ,0,0
