id,name,caption,unlock_type,unlock_data,unlock_area_count,unlock_pref_count,cond_type,cond_data,cond_area_count,cond_pref_count,label
20,1,福井の人気者,福井をたくさん旅しよう！,2,"[18]",1,0,2,"[18]",4,0
21,1,山梨の人気者,山梨をたくさん旅しよう！,2,"[19]",1,0,2,"[19]",7,0
22,1,長野の人気者,長野をたくさん旅しよう！,2,"[20]",1,0,2,"[20]",19,0
23,1,岐阜の人気者,岐阜をたくさん旅しよう！,2,"[21]",1,0,2,"[21]",11,0
24,1,静岡の人気者,静岡をたくさん旅しよう！,2,"[22]",1,0,2,"[22]",11,0
25,1,愛知の人気者,愛知をたくさん旅しよう！,2,"[23]",1,0,2,"[23]",17,0
26,1,三重の人気者,三重をたくさん旅しよう！,2,"[24]",1,0,2,"[24]",7,0
27,1,滋賀の人気者,滋賀をたくさん旅しよう！,2,"[25]",1,0,2,"[25]",5,0
28,1,京都の人気者,京都をたくさん旅しよう！,2,"[26]",1,0,2,"[26]",9,0
29,1,大阪の人気者,大阪をたくさん旅しよう！,2,"[27]",1,0,2,"[27]",18,0
30,1,兵庫の人気者,兵庫をたくさん旅しよう！,2,"[28]",1,0,2,"[28]",12,0
31,1,奈良の人気者,奈良をたくさん旅しよう！,2,"[29]",1,0,2,"[29]",10,0
32,1,和歌山の人気者,和歌山をたくさん旅しよう！,2,"[30]",1,0,2,"[30]",8,0
33,1,鳥取の人気者,鳥取をたくさん旅しよう！,2,"[31]",1,0,2,"[31]",5,0
34,1,島根の人気者,島根をたくさん旅しよう！,2,"[32]",1,0,2,"[32]",5,0
35,1,岡山の人気者,岡山をたくさん旅しよう！,2,"[33]",1,0,2,"[33]",8,0
36,1,広島の人気者,広島をたくさん旅しよう！,2,"[34]",1,0,2,"[34]",8,0
37,1,山口の人気者,山口をたくさん旅しよう！,2,"[35]",1,0,2,"[35]",5,0
38,1,徳島の人気者,徳島をたくさん旅しよう！,2,"[36]",1,0,2,"[36]",6,0
39,1,香川の人気者,香川をたくさん旅しよう！,2,"[37]",1,0,2,"[37]",4,0
40,1,愛媛の人気者,愛媛をたくさん旅しよう！,2,"[38]",1,0,2,"[38]",5,0
41,1,高知の人気者,高知をたくさん旅しよう！,2,"[39]",1,0,2,"[39]",9,0
42,1,福岡の人気者,福岡をたくさん旅しよう！,2,"[40]",1,0,2,"[40]",18,0
43,1,佐賀の人気者,佐賀をたくさん旅しよう！,2,"[41]",1,0,2,"[41]",5,0
44,1,長崎の人気者,長崎をたくさん旅しよう！,2,"[42]",1,0,2,"[42]",5,0
45,1,熊本の人気者,熊本をたくさん旅しよう！,2,"[43]",1,0,2,"[43]",12,0
46,1,大分の人気者,大分をたくさん旅しよう！,2,"[44]",1,0,2,"[44]",5,0
47,1,宮崎の人気者,宮崎をたくさん旅しよう！,2,"[45]",1,0,2,"[45]",7,0
48,1,鹿児島の人気者,鹿児島をたくさん旅しよう！,2,"[46]",1,0,2,"[46]",11,0
49,1,沖縄の人気者,沖縄をたくさん旅しよう！,2,"[47]",1,0,2,"[47]",10,0
50,1,北海道の実力者,北海道をもっとたくさん旅しよう！,2,"[1]",19,0,2,"[1]",39,0
51,1,青森の実力者,青森をもっとたくさん旅しよう！,2,"[2]",10,0,2,"[2]",20,0
52,1,岩手の実力者,岩手をもっとたくさん旅しよう！,2,"[3]",8,0,2,"[3]",17,0
53,1,宮城の実力者,宮城をもっとたくさん旅しよう！,2,"[4]",10,0,2,"[4]",20,0
54,1,秋田の実力者,秋田をもっとたくさん旅しよう！,2,"[5]",6,0,2,"[5]",13,0
55,1,山形の実力者,山形をもっとたくさん旅しよう！,2,"[6]",9,0,2,"[6]",18,0
56,1,福島の実力者,福島をもっとたくさん旅しよう！,2,"[7]",15,0,2,"[7]",30,0
57,1,茨城の実力者,茨城をもっとたくさん旅しよう！,2,"[8]",11,0,2,"[8]",22,0
58,1,栃木の実力者,栃木をもっとたくさん旅しよう！,2,"[9]",6,0,2,"[9]",13,0
59,1,群馬の実力者,群馬をもっとたくさん旅しよう！,2,"[10]",9,0,2,"[10]",18,0
60,1,埼玉の実力者,埼玉をもっとたくさん旅しよう！,2,"[11]",18,0,2,"[11]",36,0
61,1,千葉の実力者,千葉をもっとたくさん旅しよう！,2,"[12]",15,0,2,"[12]",30,0
62,1,東京の実力者,東京をもっとたくさん旅しよう！,2,"[13]",16,0,2,"[13]",31,0
63,1,神奈川の実力者,神奈川をもっとたくさん旅しよう！,2,"[14]",15,0,2,"[14]",29,0
64,1,新潟の実力者,新潟をもっとたくさん旅しよう！,2,"[15]",9,0,2,"[15]",19,0
65,1,富山の実力者,富山をもっとたくさん旅しよう！,2,"[16]",4,0,2,"[16]",8,0
66,1,石川の実力者,石川をもっとたくさん旅しよう！,2,"[17]",5,0,2,"[17]",10,0
67,1,福井の実力者,福井をもっとたくさん旅しよう！,2,"[18]",4,0,2,"[18]",9,0
68,1,山梨の実力者,山梨をもっとたくさん旅しよう！,2,"[19]",7,0,2,"[19]",14,0
69,1,長野の実力者,長野をもっとたくさん旅しよう！,2,"[20]",19,0,2,"[20]",39,0
70,1,岐阜の実力者,岐阜をもっとたくさん旅しよう！,2,"[21]",11,0,2,"[21]",21,0
71,1,静岡の実力者,静岡をもっとたくさん旅しよう！,2,"[22]",11,0,2,"[22]",22,0
72,1,愛知の実力者,愛知をもっとたくさん旅しよう！,2,"[23]",17,0,2,"[23]",35,0
73,1,三重の実力者,三重をもっとたくさん旅しよう！,2,"[24]",7,0,2,"[24]",15,0
74,1,滋賀の実力者,滋賀をもっとたくさん旅しよう！,2,"[25]",5,0,2,"[25]",10,0
75,1,京都の実力者,京都をもっとたくさん旅しよう！,2,"[26]",9,0,2,"[26]",18,0
76,1,大阪の実力者,大阪をもっとたくさん旅しよう！,2,"[27]",18,0,2,"[27]",36,0
77,1,兵庫の実力者,兵庫をもっとたくさん旅しよう！,2,"[28]",12,0,2,"[28]",25,0
78,1,奈良の実力者,奈良をもっとたくさん旅しよう！,2,"[29]",10,0,2,"[29]",20,0
79,1,和歌山の実力者,和歌山をもっとたくさん旅しよう！,2,"[30]",8,0,2,"[30]",15,0
80,1,鳥取の実力者,鳥取をもっとたくさん旅しよう！,2,"[31]",5,0,2,"[31]",10,0
81,1,島根の実力者,島根をもっとたくさん旅しよう！,2,"[32]",5,0,2,"[32]",10,0
82,1,岡山の実力者,岡山をもっとたくさん旅しよう！,2,"[33]",8,0,2,"[33]",15,0
83,1,広島の実力者,広島をもっとたくさん旅しよう！,2,"[34]",8,0,2,"[34]",15,0
84,1,山口の実力者,山口をもっとたくさん旅しよう！,2,"[35]",5,0,2,"[35]",10,0
85,1,徳島の実力者,徳島をもっとたくさん旅しよう！,2,"[36]",6,0,2,"[36]",12,0
86,1,香川の実力者,香川をもっとたくさん旅しよう！,2,"[37]",4,0,2,"[37]",9,0
87,1,愛媛の実力者,愛媛をもっとたくさん旅しよう！,2,"[38]",5,0,2,"[38]",10,0
88,1,高知の実力者,高知をもっとたくさん旅しよう！,2,"[39]",9,0,2,"[39]",17,0
89,1,福岡の実力者,福岡をもっとたくさん旅しよう！,2,"[40]",18,0,2,"[40]",36,0
90,1,佐賀の実力者,佐賀をもっとたくさん旅しよう！,2,"[41]",5,0,2,"[41]",10,0
91,1,長崎の実力者,長崎をもっとたくさん旅しよう！,2,"[42]",5,0,2,"[42]",11,0
92,1,熊本の実力者,熊本をもっとたくさん旅しよう！,2,"[43]",12,0,2,"[43]",25,0
93,1,大分の実力者,大分をもっとたくさん旅しよう！,2,"[44]",5,0,2,"[44]",9,0
94,1,宮崎の実力者,宮崎をもっとたくさん旅しよう！,2,"[45]",7,0,2,"[45]",13,0
95,1,鹿児島の実力者,鹿児島をもっとたくさん旅しよう！,2,"[46]",11,0,2,"[46]",22,0
96,1,沖縄の実力者,沖縄をもっとたくさん旅しよう！,2,"[47]",10,0,2,"[47]",21,0
97,1,北海道の制覇者,北海道の全てのエリアを旅しよう！,2,"[1]",39,0,2,"[1]",0,0
98,1,青森の制覇者,青森県の全てのエリアを旅しよう！,2,"[2]",20,0,2,"[2]",0,0
99,1,岩手の制覇者,岩手県の全てのエリアを旅しよう！,2,"[3]",17,0,2,"[3]",0,0
100,1,宮城の制覇者,宮城県の全てのエリアを旅しよう！,2,"[4]",20,0,2,"[4]",0,0
101,1,秋田の制覇者,秋田県の全てのエリアを旅しよう！,2,"[5]",13,0,2,"[5]",0,0
102,1,山形の制覇者,山形県の全てのエリアを旅しよう！,2,"[6]",18,0,2,"[6]",0,0
103,1,福島の制覇者,福島県の全てのエリアを旅しよう！,2,"[7]",30,0,2,"[7]",0,0
104,1,茨城の制覇者,茨城県の全てのエリアを旅しよう！,2,"[8]",22,0,2,"[8]",0,0
105,1,栃木の制覇者,栃木県の全てのエリアを旅しよう！,2,"[9]",13,0,2,"[9]",0,0
106,1,群馬の制覇者,群馬県の全てのエリアを旅しよう！,2,"[10]",18,0,2,"[10]",0,0
107,1,埼玉の制覇者,埼玉県の全てのエリアを旅しよう！,2,"[11]",36,0,2,"[11]",0,0
108,1,千葉の制覇者,千葉県の全てのエリアを旅しよう！,2,"[12]",30,0,2,"[12]",0,0
109,1,東京の制覇者,東京都の全てのエリアを旅しよう！,2,"[13]",31,0,2,"[13]",0,0
110,1,神奈川の制覇者,神奈川県の全てのエリアを旅しよう！,2,"[14]",29,0,2,"[14]",0,0
111,1,新潟の制覇者,新潟県の全てのエリアを旅しよう！,2,"[15]",19,0,2,"[15]",0,0
112,1,富山の制覇者,富山県の全てのエリアを旅しよう！,2,"[16]",8,0,2,"[16]",0,0
113,1,石川の制覇者,石川県の全てのエリアを旅しよう！,2,"[17]",10,0,2,"[17]",0,0
114,1,福井の制覇者,福井県の全てのエリアを旅しよう！,2,"[18]",9,0,2,"[18]",0,0
115,1,山梨の制覇者,山梨県の全てのエリアを旅しよう！,2,"[19]",14,0,2,"[19]",0,0
116,1,長野の制覇者,長野県の全てのエリアを旅しよう！,2,"[20]",39,0,2,"[20]",0,0
117,1,岐阜の制覇者,岐阜県の全てのエリアを旅しよう！,2,"[21]",21,0,2,"[21]",0,0
118,1,静岡の制覇者,静岡県の全てのエリアを旅しよう！,2,"[22]",22,0,2,"[22]",0,0
119,1,愛知の制覇者,愛知県の全てのエリアを旅しよう！,2,"[23]",35,0,2,"[23]",0,0
120,1,三重の制覇者,三重県の全てのエリアを旅しよう！,2,"[24]",15,0,2,"[24]",0,0
121,1,滋賀の制覇者,滋賀県の全てのエリアを旅しよう！,2,"[25]",10,0,2,"[25]",0,0
122,1,京都の制覇者,京都府の全てのエリアを旅しよう！,2,"[26]",18,0,2,"[26]",0,0
123,1,大阪の制覇者,大阪府の全てのエリアを旅しよう！,2,"[27]",36,0,2,"[27]",0,0
124,1,兵庫の制覇者,兵庫県の全てのエリアを旅しよう！,2,"[28]",25,0,2,"[28]",0,0
125,1,奈良の制覇者,奈良県の全てのエリアを旅しよう！,2,"[29]",20,0,2,"[29]",0,0
126,1,和歌山の制覇者,和歌山県の全てのエリアを旅しよう！,2,"[30]",15,0,2,"[30]",0,0
127,1,鳥取の制覇者,鳥取県の全てのエリアを旅しよう！,2,"[31]",10,0,2,"[31]",0,0
128,1,島根の制覇者,島根県の全てのエリアを旅しよう！,2,"[32]",10,0,2,"[32]",0,0
129,1,岡山の制覇者,岡山県の全てのエリアを旅しよう！,2,"[33]",15,0,2,"[33]",0,0
130,1,広島の制覇者,広島県の全てのエリアを旅しよう！,2,"[34]",15,0,2,"[34]",0,0
131,1,山口の制覇者,山口県の全てのエリアを旅しよう！,2,"[35]",10,0,2,"[35]",0,0
132,1,徳島の制覇者,徳島県の全てのエリアを旅しよう！,2,"[36]",12,0,2,"[36]",0,0
133,1,香川の制覇者,香川県の全てのエリアを旅しよう！,2,"[37]",9,0,2,"[37]",0,0
134,1,愛媛の制覇者,愛媛県の全てのエリアを旅しよう！,2,"[38]",10,0,2,"[38]",0,0
135,1,高知の制覇者,高知県の全てのエリアを旅しよう！,2,"[39]",17,0,2,"[39]",0,0
136,1,福岡の制覇者,福岡県の全てのエリアを旅しよう！,2,"[40]",36,0,2,"[40]",0,0
137,1,佐賀の制覇者,佐賀県の全てのエリアを旅しよう！,2,"[41]",10,0,2,"[41]",0,0
138,1,長崎の制覇者,長崎県の全てのエリアを旅しよう！,2,"[42]",11,0,2,"[42]",0,0
139,1,熊本の制覇者,熊本県の全てのエリアを旅しよう！,2,"[43]",25,0,2,"[43]",0,0
140,1,大分の制覇者,大分県の全てのエリアを旅しよう！,2,"[44]",9,0,2,"[44]",0,0
141,1,宮崎の制覇者,宮崎県の全てのエリアを旅しよう！,2,"[45]",13,0,2,"[45]",0,0
142,1,鹿児島の制覇者,鹿児島県の全てのエリアを旅しよう！,2,"[46]",22,0,2,"[46]",0,0
143,1,沖縄の制覇者,沖縄県の全てのエリアを旅しよう！,2,"[47]",21,0,2,"[47]",0,0
144,1,北海道地方の旅人,北海道を旅しよう！,2,"[1]",1,1,2,"[1]",1,0
145,1,東北地方の旅人,東北６県を旅しよう！,2,"[2,3,4,5,6,7]",1,1,2,"[2,3,4,5,6,7]",1,0
146,1,関東地方の旅人,関東１都６県を旅しよう！,2,"[8,9,10,11,12,13,14]",1,1,2,"[8,9,10,11,12,13,14]",1,0
147,1,中部地方の旅人,中部９県を旅しよう！,2,"[15,16,17,18,19,20,21,22,23]",1,1,2,"[15,16,17,18,19,20,21,22,23]",1,0
148,1,近畿地方の旅人,近畿２府５県を旅しよう！,2,"[24,25,26,27,28,29,30]",1,1,2,"[24,25,26,27,28,29,30]",1,0
149,1,中国地方の旅人,中国５県を旅しよう！,2,"[31,32,33,34,35]",1,1,2,"[31,32,33,34,35]",1,0
150,1,四国地方の旅人,四国４県を旅しよう！,2,"[36,37,38,39]",1,1,2,"[36,37,38,39]",1,0
151,1,九州沖縄の旅人,九州沖縄８県を旅しよう！,2,"[40,41,42,43,44,45,46,47]",1,1,2,"[40,41,42,43,44,45,46,47]",1,0
152,1,雪月花,日本三景（松島・天橋立・宮島）を巡ろう！,1,"[4401,26205,34213]",1,0,1,"[4401,26205,34213]",0,0
153,1,滝つぼマスター,日本三大名瀑（那智の滝・華厳の滝・\n袋田の滝）を巡ろう！,1,"[30421,9206,8364]",1,0,1,"[30421,9206,8364]",0,0
154,1,ナイトエンジェル,日本三大夜景（函館山・摩耶山・稲佐山）を\n巡ろう！,1,"[1202,28102,42201]",1,0,1,"[1202,28102,42201]",0,0
155,1,キャッスルマニア,国宝五城（松本城・犬山城・彦根城・\n姫路城・松江城）を巡ろう！,1,"[20202,23215,25202,28201,32201]",1,0,1,"[20202,23215,25202,28201,32201]",0,0
156,1,わびさびマスター,日本三名園（偕楽園・兼六園・後楽園）を\n巡ろう！,1,"[8201,17201,33101]",1,0,1,"[8201,17201,33101]",0,0
157,1,名泉マイスター,日本三名泉（有馬温泉・草津温泉・\n下呂温泉）を巡ろう！,1,"[28109,10426,21220]",1,0,1,"[28109,10426,21220]",0,0
158,1,温泉街トラベラー,日本三大温泉（熱海温泉・別府温泉・\n白浜温泉）を巡ろう！,1,"[22205,44202,30401]",1,0,1,"[22205,44202,30401]",0,0
159,1,祭りだワッショイ,日本三大祭り（祇園祭・天神祭・神田祭）を\n巡ろう！,1,"[26105,27127,13101]",1,0,1,"[26105,27127,13101]",0,0
160,1,サクラサク,日本五大桜を巡ろう！,1,"[7521,11233,22207,21218,19209]",1,0,1,"[7521,11233,22207,21218,19209]",0,0
161,1,花火を追い求めて,日本三大花火大会を巡ろう！,1,"[5212,8203,15202]",1,0,1,"[5212,8203,15202]",0,0
162,1,ゆけゆけ探検隊！,日本三大鍾乳洞（龍泉洞・秋芳洞・\n龍河洞）を巡ろう！,1,"[3483,35213,39212]",1,0,1,"[3483,35213,39212]",0,0
163,1,歴史の探求者,日本三大史跡（平城宮跡・大宰府跡・\n多賀城跡）を巡ろう！,1,"[29201,40221,4209]",1,0,1,"[29201,40221,4209]",0,0
164,1,考古学博士,日本三古碑（多賀城碑・多胡碑・\n那須国造碑・宇治橋断碑）を巡ろう！,1,"[4209,10202,9210,26204]",1,0,1,"[4209,10202,9210,26204]",0,0
165,1,だるま大好き！,三大だるま市を巡ろう！,1,"[22210,13208,10202]",1,0,1,"[22210,13208,10202]",0,0
166,1,スピリチュアル,三大霊場（恐山菩提寺・比叡山延暦寺・\n高野山金剛峯寺）を巡ろう！,1,"[2208,25201,30344]",1,0,1,"[2208,25201,30344]",0,0
167,1,麺を極めし者,三大ラーメン発祥の地（札幌市中央区・\n福岡市博多区・喜多方市）を巡ろう！,1,"[1101,7208,40132]",1,0,1,"[1101,7208,40132]",0,0
168,1,ごっつぁんです！,大相撲の本場所開催地を巡ろう！,1,"[13107,27111,23106,40132]",1,0,1,"[13107,27111,23106,40132]",0,0
169,1,セントラル派,野球場のある都市を巡ろう！（セ）,1,"[13105,13104,14104,23102,28204,34103]",1,0,1,"[13105,13104,14104,23102,28204,34103]",0,0
170,1,パシフィック派,野球場のある都市を巡ろう！（パ）,1,"[1105,4102,11208,12106,27106,40133]",1,0,1,"[1105,4102,11208,12106,27106,40133]",0,0
171,1,北海道の灯台守,北海道地方の有名な灯台を巡ろう！,1,"[1214,1545,1223,1609,1205,1202]",1,0,1,"[1214,1545,1223,1609,1205,1202]",0,0
172,1,東北地方の灯台守,東北地方の有名な灯台を巡ろう！,1,"[2424,2423,2307,2203,5206,3485,3202,4202,7204]",1,0,1,"[2424,2423,2307,2203,5206,3485,3202,4202,7204]",0,0
173,1,関東地方の灯台守,関東地方の有名な灯台を巡ろう！,1,"[12202,12234,14201]",1,0,1,"[12202,12234,14201]",0,0
174,1,中部地方の灯台守,中部地方の有名な灯台を巡ろう！,1,"[15224,17205,17201,22304,22219,22223,23231]",1,0,1,"[15224,17205,17201,22304,22219,22223,23231]",0,0
175,1,近畿地方の灯台守,近畿地方の有名な灯台を巡ろう！,1,"[30428,24211,24215,26212]",1,0,1,"[30428,24211,24215,26212]",0,0
176,1,中国地方の灯台守,中国地方の有名な灯台を巡ろう！,1,"[32201,32203,34205,35201]",1,0,1,"[32201,32203,34205,35201]",0,0
177,1,四国地方の灯台守,四国地方の有名な灯台を巡ろう！,1,"[37201,39202,39209,38442]",1,0,1,"[37201,39202,39209,38442]",0,0
178,1,九州沖縄の灯台守,九州沖縄地方の有名な灯台を巡ろう！,1,"[40101,40106,44205,42211,45207,46491,47214]",1,0,1,"[40101,40106,44205,42211,45207,46491,47214]",0,0
179,1,のぞみの英雄,東海道新幹線の主要駅を旅しよう！,1,"[13101,13103,14109,14206,22101,22131,23105,26106,27123]",1,0,1,"[13101,13103,14109,14206,22101,22131,23105,26106,27123]",0,0
180,1,ひかりの英雄,山陽新幹線の主要駅を旅しよう！,1,"[27123,28110,28201,33101,34103,40106,40132]",1,0,1,"[27123,28110,28201,33101,34103,40106,40132]",0,0
181,1,はやぶさの英雄,東北新幹線の主要駅を旅しよう！,1,"[13101,13106,11103,9201,7203,4101,3201,2201]",1,0,1,"[13101,13106,11103,9201,7203,4101,3201,2201]",0,0
182,1,ときの英雄,上越新幹線の主要駅を旅しよう！,1,"[11103,11202,10202,15202,15103]",1,0,1,"[11103,11202,10202,15202,15103]",0,0
183,1,かがやきの英雄,北陸新幹線の主要駅を旅しよう！,1,"[10202,20321,20201,16201,17201]",1,0,1,"[10202,20321,20201,16201,17201]",0,0
184,1,つばさの英雄,山形新幹線の主要駅を旅しよう！,1,"[7201,6202,6201,6211,6205]",1,0,1,"[7201,6202,6201,6211,6205]",0,0
185,1,こまちの英雄,秋田新幹線の主要駅を旅しよう！,1,"[3201,3301,5215,5212,5201]",1,0,1,"[3201,3301,5215,5212,5201]",0,0
186,1,みずほの英雄,九州新幹線の主要駅を旅しよう！,1,"[40132,40203,43103,43202,46201]",1,0,1,"[40132,40203,43103,43202,46201]",0,0
187,1,はやての英雄,北海道新幹線の主要駅を旅しよう！,1,"[2201,2303,1334,1236]",1,0,1,"[2201,2303,1334,1236]",0,0
188,1,音速の支配者,有名なサーキット場を巡ろう！,1,"[24207,22344,9343,4322,33215,44204,8210]",1,0,1,"[24207,22344,9343,4322,33215,44204,8210]",0,0
189,1,北の秘湖めぐり,北海道の三大秘湖（オコタンペ湖・\n東雲湖・オンネトー湖）を旅しよう！,1,"[1633,1224,1647]",1,0,1,"[1633,1224,1647]",0,0
190,1,北海道で湯めぐり,北海道の三大温泉（登別温泉・湯の川温泉・\n定山渓温泉）を旅しよう！,1,"[1230,1202,1106]",1,0,1,"[1230,1202,1106]",0,0
191,1,東北の祭り人,東北三大祭り（仙台七夕まつり・青森\nねぶた祭・秋田竿燈まつり）を旅しよう！,1,"[4101,2201,5201]",1,0,1,"[4101,2201,5201]",0,0
192,1,奥州で湯めぐり,奥州三名湯（飯坂温泉・秋保温泉・\n鳴子温泉）を旅しよう！,1,"[7201,4104,4215]",1,0,1,"[7201,4104,4215]",0,0
193,1,関東厄除け大師,関東厄除け三大師（西新井大師・川崎大師・\n観福寺大師堂）を旅しよう！,1,"[13121,14131,12236]",1,0,1,"[13121,14131,12236]",0,0
194,1,関東の祭り人,関東三大祭り（石岡のお祭・佐原の大祭・\n川越祭）を旅しよう！,1,"[8205,12236,11201]",1,0,1,"[8205,12236,11201]",0,0
195,1,北陸の祭り人,北陸三大祭り（三国祭・御車山祭・\n青柏祭）を旅しよう！,1,"[18210,16202,17202]",1,0,1,"[18210,16202,17202]",0,0
196,1,四国の祭り人,四国三大祭り（阿波踊り・よさこい祭り・\n新居浜太鼓祭り）を旅しよう！,1,"[36201,39201,38205]",1,0,1,"[36201,39201,38205]",0,0
197,1,九州の祭り人,九州三大祭り（長崎くんち・妙見祭・\n玉取祭）を旅しよう！,1,"[42201,43202,40131]",1,0,1,"[42201,43202,40131]",0,0
198,1,札幌市の旅人,札幌市を制覇しよう！,1,"[1101,1102,1103,1104,1105,1106,1107,1108,1109,1110,1110]",1,0,1,"[1101,1102,1103,1104,1105,1106,1107,1108,1109,1110]",0,0
199,1,旭川市の旅人,旭川市を訪れよう！,1,"[1204]",1,0,1,"[1204]",0,0
200,1,函館市の旅人,函館市を訪れよう！,1,"[1202]",1,0,1,"[1202]",0,0
201,1,釧路市の旅人,釧路市を訪れよう！,1,"[1206]",1,0,1,"[1206]",0,0
202,1,苫小牧市の旅人,苫小牧市を訪れよう！,1,"[1213]",1,0,1,"[1213]",0,0
203,1,帯広市の旅人,帯広市を訪れよう！,1,"[1207]",1,0,1,"[1207]",0,0
204,1,小樽市の旅人,小樽市を訪れよう！,1,"[1203]",1,0,1,"[1203]",0,0
205,1,北見市の旅人,北見市を訪れよう！,1,"[1208]",1,0,1,"[1208]",0,0
206,1,江別市の旅人,江別市を訪れよう！,1,"[1217]",1,0,1,"[1217]",0,0
207,1,千歳市の旅人,千歳市を訪れよう！,1,"[1224]",1,0,1,"[1224]",0,0
208,1,室蘭市の旅人,室蘭市を訪れよう！,1,"[1205]",1,0,1,"[1205]",0,0
209,1,岩見沢市の旅人,岩見沢市を訪れよう！,1,"[1210]",1,0,1,"[1210]",0,0
210,1,恵庭市の旅人,恵庭市を訪れよう！,1,"[1231]",1,0,1,"[1231]",0,0
211,1,占冠村の旅人,占冠村を訪れよう！,1,"[1463]",1,0,1,"[1463]",0,0
212,1,赤井川村の旅人,赤井川村を訪れよう！,1,"[1409]",1,0,1,"[1409]",0,0
213,1,西興部村の旅人,西興部村を訪れよう！,1,"[1562]",1,0,1,"[1562]",0,0
214,1,神恵内村の旅人,神恵内村を訪れよう！,1,"[1404]",1,0,1,"[1404]",0,0
215,1,音威子府村の旅人,音威子府村を訪れよう！,1,"[1470]",1,0,1,"[1470]",0,0
216,1,稚内市の旅人,稚内市を訪れよう！,1,"[1214]",1,0,1,"[1214]",0,0
217,1,網走市の旅人,網走市を訪れよう！,1,"[1211]",1,0,1,"[1211]",0,0
218,1,富良野市の旅人,富良野市を訪れよう！,1,"[1229]",1,0,1,"[1229]",0,0
219,1,洞爺湖町の旅人,洞爺湖町を訪れよう！,1,"[1584]",1,0,1,"[1584]",0,0
220,1,弟子屈町の旅人,弟子屈町を訪れよう！,1,"[1665]",1,0,1,"[1665]",0,0
221,1,えりも町の旅人,えりも町を訪れよう！,1,"[1609]",1,0,1,"[1609]",0,0
222,1,根室市の旅人,根室市を訪れよう！,1,"[1223]",1,0,1,"[1223]",0,0
223,1,紋別市の旅人,紋別市を訪れよう！,1,"[1219]",1,0,1,"[1219]",0,0
224,1,夕張市の旅人,夕張市を訪れよう！,1,"[1209]",1,0,1,"[1209]",0,0
225,1,知床半島の旅人,知床半島を旅しよう！,1,"[1545,1694]",1,0,1,"[1545,1694]",0,0
226,1,羊蹄山の旅人,羊蹄山を旅しよう！,1,"[1395,1400,1399,1398,1396]",1,0,1,"[1395,1400,1399,1398,1396]",0,0
227,1,青森市の旅人,青森市を訪れよう！,1,"[2201]",1,0,1,"[2201]",0,0
228,1,八戸市の旅人,八戸市を訪れよう！,1,"[2203]",1,0,1,"[2203]",0,0
229,1,弘前市の旅人,弘前市を訪れよう！,1,"[2202]",1,0,1,"[2202]",0,0
230,1,十和田市の旅人,十和田市を訪れよう！,1,"[2206]",1,0,1,"[2206]",0,0
231,1,むつ市の旅人,むつ市を訪れよう！,1,"[2208]",1,0,1,"[2208]",0,0
232,1,五所川原市の旅人,五所川原市を訪れよう！,1,"[2205]",1,0,1,"[2205]",0,0
233,1,三沢市の旅人,三沢市を訪れよう！,1,"[2207]",1,0,1,"[2207]",0,0
234,1,黒石市の旅人,黒石市を訪れよう！,1,"[2204]",1,0,1,"[2204]",0,0
235,1,つがる市の旅人,つがる市を訪れよう！,1,"[2209]",1,0,1,"[2209]",0,0
236,1,平川市の旅人,平川市を訪れよう！,1,"[2210]",1,0,1,"[2210]",0,0
