id,monster_id,rare_item_type1,rare_item_id1,rare_item_rate1,rare_item_type2,rare_item_id2,rare_item_rate2,rare_item_type3,rare_item_id3,rare_item_rate3,rare_item_type4,rare_item_id4,rare_item_rate4,item_type1,item_id1,item_rate1,item_type2,item_id2,item_rate2,item_type3,item_id3,item_rate3,item_type4,item_id4,item_rate4
33,119000,1,101102,1000,0,0,0,0,0,0,0,0,0,1,101101,2000,0,0,0,0,0,0,0,0,0
34,119010,1,101102,1000,0,0,0,0,0,0,0,0,0,1,101101,2000,0,0,0,0,0,0,0,0,0
35,120000,1,100202,1000,0,0,0,0,0,0,0,0,0,1,100201,2000,0,0,0,0,0,0,0,0,0
36,120010,1,100202,1000,0,0,0,0,0,0,0,0,0,1,100201,2000,0,0,0,0,0,0,0,0,0
37,121000,1,100502,1000,0,0,0,0,0,0,0,0,0,1,100501,2000,0,0,0,0,0,0,0,0,0
38,121010,1,100502,1000,0,0,0,0,0,0,0,0,0,1,100501,2000,0,0,0,0,0,0,0,0,0
39,122000,1,101702,1000,0,0,0,0,0,0,0,0,0,1,101701,2000,0,0,0,0,0,0,0,0,0
40,122010,1,101703,1000,0,0,0,0,0,0,0,0,0,1,101702,2000,0,0,0,0,0,0,0,0,0
41,123000,1,101502,1000,0,0,0,0,0,0,0,0,0,1,101508,2000,0,0,0,0,0,0,0,0,0
42,124000,1,101503,1000,0,0,0,0,0,0,0,0,0,1,101502,2000,0,0,0,0,0,0,0,0,0
43,124010,1,101503,1000,0,0,0,0,0,0,0,0,0,1,101502,2000,0,0,0,0,0,0,0,0,0
44,125000,1,100702,1000,0,0,0,0,0,0,0,0,0,1,100701,2000,0,0,0,0,0,0,0,0,0
45,125010,1,100702,1000,0,0,0,0,0,0,0,0,0,1,100701,2000,0,0,0,0,0,0,0,0,0
46,126000,1,100702,1000,0,0,0,0,0,0,0,0,0,1,100701,2000,0,0,0,0,0,0,0,0,0
47,127000,1,100405,1000,0,0,0,0,0,0,0,0,0,1,100402,2000,0,0,0,0,0,0,0,0,0
48,127010,1,100405,1000,0,0,0,0,0,0,0,0,0,1,100402,2000,0,0,0,0,0,0,0,0,0
49,128000,1,101802,1000,0,0,0,0,0,0,0,0,0,1,101801,2000,0,0,0,0,0,0,0,0,0
50,129000,1,101603,1000,0,0,0,0,0,0,0,0,0,1,101602,2000,0,0,0,0,0,0,0,0,0
51,129010,1,101602,1000,0,0,0,0,0,0,0,0,0,1,101601,2000,0,0,0,0,0,0,0,0,0
52,130000,1,100902,1000,0,0,0,0,0,0,0,0,0,1,100901,2000,0,0,0,0,0,0,0,0,0
53,130010,1,100903,1000,0,0,0,0,0,0,0,0,0,1,100902,2000,0,0,0,0,0,0,0,0,0
54,131000,1,100102,1000,0,0,0,0,0,0,0,0,0,1,100101,2000,0,0,0,0,0,0,0,0,0
55,131010,1,100102,1000,0,0,0,0,0,0,0,0,0,1,100101,2000,0,0,0,0,0,0,0,0,0
56,131020,1,100102,1000,0,0,0,0,0,0,0,0,0,1,100101,2000,0,0,0,0,0,0,0,0,0
57,132000,1,100202,1000,0,0,0,0,0,0,0,0,0,1,100201,2000,0,0,0,0,0,0,0,0,0
58,133000,1,100202,1000,0,0,0,0,0,0,0,0,0,1,100201,2000,0,0,0,0,0,0,0,0,0
59,133010,1,100202,1000,0,0,0,0,0,0,0,0,0,1,100201,2000,0,0,0,0,0,0,0,0,0
60,133800,1,100202,1000,0,0,0,0,0,0,0,0,0,1,100201,2000,0,0,0,0,0,0,0,0,0
61,134000,1,101602,1000,0,0,0,0,0,0,0,0,0,1,101601,2000,0,0,0,0,0,0,0,0,0
62,134010,1,101602,1000,0,0,0,0,0,0,0,0,0,1,101601,2000,0,0,0,0,0,0,0,0,0
63,134020,1,101602,1000,0,0,0,0,0,0,0,0,0,1,101601,2000,0,0,0,0,0,0,0,0,0
64,135000,1,101402,1000,0,0,0,0,0,0,0,0,0,1,101401,2000,0,0,0,0,0,0,0,0,0
65,136000,1,101402,1000,0,0,0,0,0,0,0,0,0,1,101401,2000,0,0,0,0,0,0,0,0,0
66,136010,1,101402,1000,0,0,0,0,0,0,0,0,0,1,101401,2000,0,0,0,0,0,0,0,0,0
67,137000,1,100102,1000,0,0,0,0,0,0,0,0,0,1,100101,2000,0,0,0,0,0,0,0,0,0
68,137010,1,100102,1000,0,0,0,0,0,0,0,0,0,1,100101,2000,0,0,0,0,0,0,0,0,0
69,138000,1,101502,1000,0,0,0,0,0,0,0,0,0,1,101508,2000,0,0,0,0,0,0,0,0,0
70,139000,1,101502,1000,0,0,0,0,0,0,0,0,0,1,101508,2000,0,0,0,0,0,0,0,0,0
71,139010,1,101502,1000,0,0,0,0,0,0,0,0,0,1,101508,2000,0,0,0,0,0,0,0,0,0
72,140000,1,100702,1000,0,0,0,0,0,0,0,0,0,1,100701,2000,0,0,0,0,0,0,0,0,0
73,141000,1,100702,1000,0,0,0,0,0,0,0,0,0,1,100701,2000,0,0,0,0,0,0,0,0,0
74,141010,1,100703,1000,0,0,0,0,0,0,0,0,0,1,100702,2000,0,0,0,0,0,0,0,0,0
75,142000,1,100302,1000,0,0,0,0,0,0,0,0,0,1,100301,2000,0,0,0,0,0,0,0,0,0
76,142010,1,100302,1000,0,0,0,0,0,0,0,0,0,1,100301,2000,0,0,0,0,0,0,0,0,0
77,143000,1,101102,1000,0,0,0,0,0,0,0,0,0,1,101101,2000,0,0,0,0,0,0,0,0,0
78,144000,1,100802,1000,0,0,0,0,0,0,0,0,0,1,100801,2000,0,0,0,0,0,0,0,0,0
79,144010,1,100802,1000,0,0,0,0,0,0,0,0,0,1,100801,2000,0,0,0,0,0,0,0,0,0
80,145000,1,101102,1000,0,0,0,0,0,0,0,0,0,1,101101,2000,0,0,0,0,0,0,0,0,0
81,146000,1,101103,1000,0,0,0,0,0,0,0,0,0,1,101102,2000,0,0,0,0,0,0,0,0,0
82,146010,1,101102,1000,0,0,0,0,0,0,0,0,0,1,101101,2000,0,0,0,0,0,0,0,0,0
83,147000,1,100303,1000,0,0,0,0,0,0,0,0,0,1,100302,2000,0,0,0,0,0,0,0,0,0
84,147010,1,100302,1000,0,0,0,0,0,0,0,0,0,1,100301,2000,0,0,0,0,0,0,0,0,0
85,147020,1,100302,1000,0,0,0,0,0,0,0,0,0,1,100301,2000,0,0,0,0,0,0,0,0,0
86,147030,1,100302,1000,0,0,0,0,0,0,0,0,0,1,100301,2000,0,0,0,0,0,0,0,0,0
87,148000,1,101103,1000,0,0,0,0,0,0,0,0,0,1,101102,2000,0,0,0,0,0,0,0,0,0
88,148010,1,101102,1000,0,0,0,0,0,0,0,0,0,1,101101,2000,0,0,0,0,0,0,0,0,0
89,149000,1,100405,1000,0,0,0,0,0,0,0,0,0,1,100402,2000,0,0,0,0,0,0,0,0,0
90,150000,1,100405,1000,0,0,0,0,0,0,0,0,0,1,100402,2000,0,0,0,0,0,0,0,0,0
91,150010,1,100405,1000,0,0,0,0,0,0,0,0,0,1,100402,2000,0,0,0,0,0,0,0,0,0
92,151000,1,100102,1000,0,0,0,0,0,0,0,0,0,1,100101,2000,0,0,0,0,0,0,0,0,0
93,151010,1,100102,1000,0,0,0,0,0,0,0,0,0,1,100101,2000,0,0,0,0,0,0,0,0,0
94,151020,1,100103,1000,0,0,0,0,0,0,0,0,0,1,100102,2000,0,0,0,0,0,0,0,0,0
95,152000,1,101902,1000,0,0,0,0,0,0,0,0,0,1,101901,2000,0,0,0,0,0,0,0,0,0
96,152900,1,101902,1000,0,0,0,0,0,0,0,0,0,1,101901,2000,0,0,0,0,0,0,0,0,0
97,153000,1,101902,1000,0,0,0,0,0,0,0,0,0,1,101901,2000,0,0,0,0,0,0,0,0,0
98,154000,1,101902,1000,0,0,0,0,0,0,0,0,0,1,101901,2000,0,0,0,0,0,0,0,0,0
99,155000,1,101902,1000,0,0,0,0,0,0,0,0,0,1,101901,2000,0,0,0,0,0,0,0,0,0
100,155010,1,101902,1000,0,0,0,0,0,0,0,0,0,1,101901,2000,0,0,0,0,0,0,0,0,0
101,156000,1,101902,1000,0,0,0,0,0,0,0,0,0,1,101901,2000,0,0,0,0,0,0,0,0,0
102,156010,1,101902,1000,0,0,0,0,0,0,0,0,0,1,101901,2000,0,0,0,0,0,0,0,0,0
103,156020,1,101902,1000,0,0,0,0,0,0,0,0,0,1,101901,2000,0,0,0,0,0,0,0,0,0
104,156030,1,101902,1000,0,0,0,0,0,0,0,0,0,1,101901,2000,0,0,0,0,0,0,0,0,0
105,156040,1,101902,1000,0,0,0,0,0,0,0,0,0,1,101901,2000,0,0,0,0,0,0,0,0,0
106,157000,1,100802,1000,0,0,0,0,0,0,0,0,0,1,100801,2000,0,0,0,0,0,0,0,0,0
107,158000,1,100803,1000,0,0,0,0,0,0,0,0,0,1,100802,2000,0,0,0,0,0,0,0,0,0
108,158010,1,100803,1000,0,0,0,0,0,0,0,0,0,1,100802,2000,0,0,0,0,0,0,0,0,0
109,159000,1,102002,1000,0,0,0,0,0,0,0,0,0,1,102001,2000,0,0,0,0,0,0,0,0,0
110,159010,1,100302,1000,0,0,0,0,0,0,0,0,0,1,100301,2000,0,0,0,0,0,0,0,0,0
111,159400,1,100302,1000,0,0,0,0,0,0,0,0,0,1,100301,2000,0,0,0,0,0,0,0,0,0
112,159900,1,102002,1000,0,0,0,0,0,0,0,0,0,1,102001,2000,0,0,0,0,0,0,0,0,0
113,159910,1,100302,1000,0,0,0,0,0,0,0,0,0,1,100301,2000,0,0,0,0,0,0,0,0,0
114,160000,1,102003,1000,0,0,0,0,0,0,0,0,0,1,102002,2000,0,0,0,0,0,0,0,0,0
115,160020,1,100303,1000,0,0,0,0,0,0,0,0,0,1,100302,2000,0,0,0,0,0,0,0,0,0
116,161000,1,100202,1000,0,0,0,0,0,0,0,0,0,1,100201,2000,0,0,0,0,0,0,0,0,0
117,161010,1,100202,1000,0,0,0,0,0,0,0,0,0,1,100201,2000,0,0,0,0,0,0,0,0,0
118,162000,1,100702,1000,0,0,0,0,0,0,0,0,0,1,100701,2000,0,0,0,0,0,0,0,0,0
119,163000,1,100703,1000,0,0,0,0,0,0,0,0,0,1,100702,2000,0,0,0,0,0,0,0,0,0
120,163010,1,100702,1000,0,0,0,0,0,0,0,0,0,1,100701,2000,0,0,0,0,0,0,0,0,0
121,164000,1,100002,1000,0,0,0,0,0,0,0,0,0,1,100001,2000,0,0,0,0,0,0,0,0,0
122,164010,1,100002,1000,0,0,0,0,0,0,0,0,0,1,100001,2000,0,0,0,0,0,0,0,0,0
123,165000,1,100202,1000,0,0,0,0,0,0,0,0,0,1,100201,2000,0,0,0,0,0,0,0,0,0
124,165010,1,100204,1000,0,0,0,0,0,0,0,0,0,1,100203,2000,0,0,0,0,0,0,0,0,0
125,166000,1,100202,1000,0,0,0,0,0,0,0,0,0,1,100201,2000,0,0,0,0,0,0,0,0,0
126,166010,1,100202,1000,0,0,0,0,0,0,0,0,0,1,100201,2000,0,0,0,0,0,0,0,0,0
127,167000,1,100002,1000,0,0,0,0,0,0,0,0,0,1,100001,2000,0,0,0,0,0,0,0,0,0
128,167010,1,100002,1000,0,0,0,0,0,0,0,0,0,1,100001,2000,0,0,0,0,0,0,0,0,0
129,168000,1,100002,1000,0,0,0,0,0,0,0,0,0,1,100001,2000,0,0,0,0,0,0,0,0,0
130,169000,1,101402,1000,0,0,0,0,0,0,0,0,0,1,101401,2000,0,0,0,0,0,0,0,0,0
131,170000,1,101402,1000,0,0,0,0,0,0,0,0,0,1,101401,2000,0,0,0,0,0,0,0,0,0
132,170010,1,101403,1000,0,0,0,0,0,0,0,0,0,1,101402,2000,0,0,0,0,0,0,0,0,0
133,171000,1,101202,1000,0,0,0,0,0,0,0,0,0,1,101201,2000,0,0,0,0,0,0,0,0,0
134,171010,1,101202,1000,0,0,0,0,0,0,0,0,0,1,101201,2000,0,0,0,0,0,0,0,0,0
135,171020,1,101202,1000,0,0,0,0,0,0,0,0,0,1,101201,2000,0,0,0,0,0,0,0,0,0
136,172000,1,100405,1000,0,0,0,0,0,0,0,0,0,1,100402,2000,0,0,0,0,0,0,0,0,0
137,172010,1,100405,1000,0,0,0,0,0,0,0,0,0,1,100402,2000,0,0,0,0,0,0,0,0,0
138,173000,1,100406,1000,0,0,0,0,0,0,0,0,0,1,100405,2000,0,0,0,0,0,0,0,0,0
139,173010,1,100405,1000,0,0,0,0,0,0,0,0,0,1,100402,2000,0,0,0,0,0,0,0,0,0
140,174000,1,100702,1000,0,0,0,0,0,0,0,0,0,1,100701,2000,0,0,0,0,0,0,0,0,0
141,174010,1,100702,1000,0,0,0,0,0,0,0,0,0,1,100701,2000,0,0,0,0,0,0,0,0,0
142,174020,1,100702,1000,0,0,0,0,0,0,0,0,0,1,100701,2000,0,0,0,0,0,0,0,0,0
143,175000,1,100501,1000,0,0,0,0,0,0,0,0,0,1,100501,2000,0,0,0,0,0,0,0,0,0
144,176000,1,100501,1000,0,0,0,0,0,0,0,0,0,1,100501,2000,0,0,0,0,0,0,0,0,0
145,176010,1,100503,1000,0,0,0,0,0,0,0,0,0,1,100502,2000,0,0,0,0,0,0,0,0,0
146,177000,1,100102,1000,0,0,0,0,0,0,0,0,0,1,100101,2000,0,0,0,0,0,0,0,0,0
147,178000,1,100103,1000,0,0,0,0,0,0,0,0,0,1,100102,2000,0,0,0,0,0,0,0,0,0
148,178010,1,100103,1000,0,0,0,0,0,0,0,0,0,1,100102,2000,0,0,0,0,0,0,0,0,0
149,179000,1,101402,1000,0,0,0,0,0,0,0,0,0,1,101401,2000,0,0,0,0,0,0,0,0,0
150,179010,1,101402,1000,0,0,0,0,0,0,0,0,0,1,101401,2000,0,0,0,0,0,0,0,0,0
151,180000,1,101103,1000,0,0,0,0,0,0,0,0,0,1,101102,2000,0,0,0,0,0,0,0,0,0
152,180010,1,101102,1000,0,0,0,0,0,0,0,0,0,1,101101,2000,0,0,0,0,0,0,0,0,0
153,181000,1,100803,1000,0,0,0,0,0,0,0,0,0,1,100802,2000,0,0,0,0,0,0,0,0,0
154,181010,1,100802,1000,0,0,0,0,0,0,0,0,0,1,100801,2000,0,0,0,0,0,0,0,0,0
155,182000,1,100202,1000,0,0,0,0,0,0,0,0,0,1,100201,2000,0,0,0,0,0,0,0,0,0
156,183000,1,100202,1000,0,0,0,0,0,0,0,0,0,1,100201,2000,0,0,0,0,0,0,0,0,0
157,183010,1,100202,1000,0,0,0,0,0,0,0,0,0,1,100201,2000,0,0,0,0,0,0,0,0,0
158,184000,1,100405,1000,0,0,0,0,0,0,0,0,0,1,100402,2000,0,0,0,0,0,0,0,0,0
159,185000,1,100405,1000,0,0,0,0,0,0,0,0,0,1,100402,2000,0,0,0,0,0,0,0,0,0
160,185010,1,100406,1000,0,0,0,0,0,0,0,0,0,1,100405,2000,0,0,0,0,0,0,0,0,0
161,186000,1,100202,1000,0,0,0,0,0,0,0,0,0,1,100201,2000,0,0,0,0,0,0,0,0,0
162,186010,1,100202,1000,0,0,0,0,0,0,0,0,0,1,100201,2000,0,0,0,0,0,0,0,0,0
163,187000,1,100501,1000,0,0,0,0,0,0,0,0,0,1,100501,2000,0,0,0,0,0,0,0,0,0
164,187010,1,100501,1000,0,0,0,0,0,0,0,0,0,1,100501,2000,0,0,0,0,0,0,0,0,0
165,188000,1,100102,1000,0,0,0,0,0,0,0,0,0,1,100101,2000,0,0,0,0,0,0,0,0,0
166,188010,1,100102,1000,0,0,0,0,0,0,0,0,0,1,100101,2000,0,0,0,0,0,0,0,0,0
167,189000,1,100702,1000,0,0,0,0,0,0,0,0,0,1,100701,2000,0,0,0,0,0,0,0,0,0
168,190000,1,100702,1000,0,0,0,0,0,0,0,0,0,1,100701,2000,0,0,0,0,0,0,0,0,0
169,190020,1,100703,1000,0,0,0,0,0,0,0,0,0,1,100702,2000,0,0,0,0,0,0,0,0,0
170,191000,1,101103,1000,0,0,0,0,0,0,0,0,0,1,101102,2000,0,0,0,0,0,0,0,0,0
171,191010,1,101103,1000,0,0,0,0,0,0,0,0,0,1,101102,2000,0,0,0,0,0,0,0,0,0
172,192000,1,100302,1000,0,0,0,0,0,0,0,0,0,1,100301,2000,0,0,0,0,0,0,0,0,0
173,193000,1,100302,1000,0,0,0,0,0,0,0,0,0,1,100301,2000,0,0,0,0,0,0,0,0,0
174,193010,1,100302,1000,0,0,0,0,0,0,0,0,0,1,100301,2000,0,0,0,0,0,0,0,0,0
175,194000,1,100302,1000,0,0,0,0,0,0,0,0,0,1,100301,2000,0,0,0,0,0,0,0,0,0
176,194010,1,100303,1000,0,0,0,0,0,0,0,0,0,1,100302,2000,0,0,0,0,0,0,0,0,0
177,195000,1,101802,1000,0,0,0,0,0,0,0,0,0,1,101801,2000,0,0,0,0,0,0,0,0,0
178,195010,1,101802,1000,0,0,0,0,0,0,0,0,0,1,101801,2000,0,0,0,0,0,0,0,0,0
179,196000,1,100204,1000,0,0,0,0,0,0,0,0,0,1,100203,2000,0,0,0,0,0,0,0,0,0
180,196010,1,100202,1000,0,0,0,0,0,0,0,0,0,1,100201,2000,0,0,0,0,0,0,0,0,0
181,197000,1,100002,1000,0,0,0,0,0,0,0,0,0,1,100001,2000,0,0,0,0,0,0,0,0,0
182,198000,1,100002,1000,0,0,0,0,0,0,0,0,0,1,100001,2000,0,0,0,0,0,0,0,0,0
183,198010,1,100003,1000,0,0,0,0,0,0,0,0,0,1,100002,2000,0,0,0,0,0,0,0,0,0
184,199000,1,100405,1000,0,0,0,0,0,0,0,0,0,1,100402,2000,0,0,0,0,0,0,0,0,0
185,199010,1,100405,1000,0,0,0,0,0,0,0,0,0,1,100402,2000,0,0,0,0,0,0,0,0,0
186,199020,1,100405,1000,0,0,0,0,0,0,0,0,0,1,100402,2000,0,0,0,0,0,0,0,0,0
187,200000,1,100405,1000,0,0,0,0,0,0,0,0,0,1,100402,2000,0,0,0,0,0,0,0,0,0
188,200010,1,100405,1000,0,0,0,0,0,0,0,0,0,1,100402,2000,0,0,0,0,0,0,0,0,0
189,201000,1,100102,1000,0,0,0,0,0,0,0,0,0,1,100101,2000,0,0,0,0,0,0,0,0,0
190,202000,1,100702,1000,0,0,0,0,0,0,0,0,0,1,100701,2000,0,0,0,0,0,0,0,0,0
191,202010,1,100702,1000,0,0,0,0,0,0,0,0,0,1,100701,2000,0,0,0,0,0,0,0,0,0
192,203000,1,101202,1000,0,0,0,0,0,0,0,0,0,1,101201,2000,0,0,0,0,0,0,0,0,0
193,204000,1,101203,1000,0,0,0,0,0,0,0,0,0,1,101202,2000,0,0,0,0,0,0,0,0,0
194,204010,1,101203,1000,0,0,0,0,0,0,0,0,0,1,101202,2000,0,0,0,0,0,0,0,0,0
195,205000,1,100302,1000,0,0,0,0,0,0,0,0,0,1,100301,2000,0,0,0,0,0,0,0,0,0
196,205010,1,100302,1000,0,0,0,0,0,0,0,0,0,1,100301,2000,0,0,0,0,0,0,0,0,0
197,206000,1,100102,1000,0,0,0,0,0,0,0,0,0,1,100101,2000,0,0,0,0,0,0,0,0,0
198,206010,1,100102,1000,0,0,0,0,0,0,0,0,0,1,100101,2000,0,0,0,0,0,0,0,0,0
199,207000,1,100902,1000,0,0,0,0,0,0,0,0,0,1,100901,2000,0,0,0,0,0,0,0,0,0
200,207010,1,100902,1000,0,0,0,0,0,0,0,0,0,1,100901,2000,0,0,0,0,0,0,0,0,0
201,207020,1,100902,1000,0,0,0,0,0,0,0,0,0,1,100901,2000,0,0,0,0,0,0,0,0,0
202,208000,1,100703,1000,0,0,0,0,0,0,0,0,0,1,100702,2000,0,0,0,0,0,0,0,0,0
203,209000,1,100702,1000,0,0,0,0,0,0,0,0,0,1,100701,2000,0,0,0,0,0,0,0,0,0
204,209010,1,100702,1000,0,0,0,0,0,0,0,0,0,1,100701,2000,0,0,0,0,0,0,0,0,0
205,210000,1,101203,1000,0,0,0,0,0,0,0,0,0,1,101202,2000,0,0,0,0,0,0,0,0,0
206,210010,1,101202,1000,0,0,0,0,0,0,0,0,0,1,101201,2000,0,0,0,0,0,0,0,0,0
207,211000,1,100501,1000,0,0,0,0,0,0,0,0,0,1,100501,2000,0,0,0,0,0,0,0,0,0
208,211010,1,100503,1000,0,0,0,0,0,0,0,0,0,1,100502,2000,0,0,0,0,0,0,0,0,0
209,212000,1,100503,1000,0,0,0,0,0,0,0,0,0,1,100502,2000,0,0,0,0,0,0,0,0,0
210,213000,1,100902,1000,0,0,0,0,0,0,0,0,0,1,100901,2000,0,0,0,0,0,0,0,0,0
211,214000,1,100902,1000,0,0,0,0,0,0,0,0,0,1,100901,2000,0,0,0,0,0,0,0,0,0
212,214010,1,100902,1000,0,0,0,0,0,0,0,0,0,1,100901,2000,0,0,0,0,0,0,0,0,0
213,215000,1,101202,1000,0,0,0,0,0,0,0,0,0,1,101201,2000,0,0,0,0,0,0,0,0,0
214,216000,1,101202,1000,0,0,0,0,0,0,0,0,0,1,101201,2000,0,0,0,0,0,0,0,0,0
215,216010,1,101203,1000,0,0,0,0,0,0,0,0,0,1,101202,2000,0,0,0,0,0,0,0,0,0
216,217000,1,101102,1000,0,0,0,0,0,0,0,0,0,1,101101,2000,0,0,0,0,0,0,0,0,0
217,217010,1,101102,1000,0,0,0,0,0,0,0,0,0,1,101101,2000,0,0,0,0,0,0,0,0,0
218,218000,1,100102,1000,0,0,0,0,0,0,0,0,0,1,100101,2000,0,0,0,0,0,0,0,0,0
219,218010,1,100102,1000,0,0,0,0,0,0,0,0,0,1,100101,2000,0,0,0,0,0,0,0,0,0
220,219000,1,100202,1000,0,0,0,0,0,0,0,0,0,1,100201,2000,0,0,0,0,0,0,0,0,0
221,219010,1,100202,1000,0,0,0,0,0,0,0,0,0,1,100201,2000,0,0,0,0,0,0,0,0,0
222,220000,1,101302,1000,0,0,0,0,0,0,0,0,0,1,101301,2000,0,0,0,0,0,0,0,0,0
223,220010,1,101303,1000,0,0,0,0,0,0,0,0,0,1,101302,2000,0,0,0,0,0,0,0,0,0
224,220020,1,101302,1000,0,0,0,0,0,0,0,0,0,1,101301,2000,0,0,0,0,0,0,0,0,0
225,221000,1,101302,1000,0,0,0,0,0,0,0,0,0,1,101301,2000,0,0,0,0,0,0,0,0,0
226,221010,1,101302,1000,0,0,0,0,0,0,0,0,0,1,101301,2000,0,0,0,0,0,0,0,0,0
227,221020,1,101302,1000,0,0,0,0,0,0,0,0,0,1,101301,2000,0,0,0,0,0,0,0,0,0
228,222000,1,101302,1000,0,0,0,0,0,0,0,0,0,1,101301,2000,0,0,0,0,0,0,0,0,0
229,223000,1,102002,1000,0,0,0,0,0,0,0,0,0,1,102001,2000,0,0,0,0,0,0,0,0,0
230,224000,1,100902,1000,0,0,0,0,0,0,0,0,0,1,100901,2000,0,0,0,0,0,0,0,0,0
231,225000,1,100002,1000,0,0,0,0,0,0,0,0,0,1,100001,2000,0,0,0,0,0,0,0,0,0
232,226000,1,101202,1000,0,0,0,0,0,0,0,0,0,1,101201,2000,0,0,0,0,0,0,0,0,0
233,231000,1,100902,1000,0,0,0,0,0,0,0,0,0,1,100901,2000,0,0,0,0,0,0,0,0,0
234,232000,1,101502,1000,0,0,0,0,0,0,0,0,0,1,101508,2000,0,0,0,0,0,0,0,0,0
235,233000,1,101202,1000,0,0,0,0,0,0,0,0,0,1,101201,2000,0,0,0,0,0,0,0,0,0
236,234000,1,100002,1000,0,0,0,0,0,0,0,0,0,1,100001,2000,0,0,0,0,0,0,0,0,0
237,235000,1,101602,1000,0,0,0,0,0,0,0,0,0,1,101601,2000,0,0,0,0,0,0,0,0,0
238,235500,1,101602,1000,0,0,0,0,0,0,0,0,0,1,101601,2000,0,0,0,0,0,0,0,0,0
239,236000,1,101302,1000,0,0,0,0,0,0,0,0,0,1,101301,2000,0,0,0,0,0,0,0,0,0
